idx	stored	current	delta	agree	sentence
5475	2073	2073	0.124511	1	Ere now it has been related how Ahab was wont to pace his quarter-deck, taking regular turns at either limit, the binnac
5476	2659	2659	0.064581	1	When he halted before the binnacle, with his glance fastened on the pointed needle in the compass, that glance shot like
5477	1594	1594	0.381636	1	But one morning, turning to pass the doubloon, he seemed to be newly attracted by the strange figures and inscriptions s
5478	131	131	0.782304	1	And some certain significance lurks in all things, else all things are little worth, and the round world itself but an e
5479	541	541	0.881252	1	Now this doubloon was of purest, virgin gold, raked somewhere out of the heart of gorgeous hills, whence, east and west,
5480	181	181	0.049313	1	And though now nailed amidst all the rustiness of iron bolts and the verdigris of copper spikes, yet, untouchable and im
5481	1888	1888	0.446318	1	Nor, though placed amongst a ruthless crew and every hour passed by ruthless hands, and through the livelong nights shro
5482	1790	1790	0.143316	1	For it was set apart and sanctified to one awe-striking end; and however wanton in their sailor ways, one and all, the m
5483	2176	2176	0.026203	1	Sometimes they talked it over in the weary watch by night, wondering whose it was to be at last, and whether he would ev
5484	2073	2073	0.230832	1	Now those noble golden coins of South America are as medals of the sun and tropic token-pieces.
5485	1790	1790	0.075502	1	Here palms, alpacas, and volcanoes; sun’s disks and stars; ecliptics, horns-of-plenty, and rich banners waving, are in l
5486	2874	2874	0.140344	1	It so chanced that the doubloon of the Pequod was a most wealthy example of these things.
5487	1821	1821	0.231112	1	On its round border it bore the letters, REPUBLICA DEL ECUADOR: QUITO.
5488	1888	1888	0.115088	1	So this bright coin came from a country planted in the middle of the world, and beneath the great equator, and named aft
5489	1888	1888	0.356304	1	Zoned by those letters you saw the likeness of three Andes’ summits; from one a flame; a tower on another; on the third 
5490	345	345	0.153454	1	Before this equatorial coin, Ahab, not unobserved by others, was now pausing.
5491	2874	2874	0.914980	1	“There’s something ever egotistical in mountain-tops and towers, and all other grand and lofty things; look here,—three 
5492	541	541	0.278810	1	The firm tower, that is Ahab; the volcano, that is Ahab; the courageous, the undaunted, and victorious fowl, that, too, 
5493	1888	1888	0.567554	1	Great pains, small gains for those who ask the world to solve them; it cannot solve itself.
5494	1888	1888	0.290118	1	Methinks now this coined sun wears a ruddy face; but see!
5495	1790	1790	0.091878	1	aye, he enters the sign of storms, the equinox!
5496	2498	2498	0.318590	1	and but six months before he wheeled out of a former equinox at Aries!
5497	2287	2287	0.030598	1	Born in throes, ’tis fit that man should live in pains and die in pangs!
5498	8	8	0.699603	1	Here’s stout stuff for woe to work on.
5499	548	548	0.434027	1	So be it, then.” “No fairy fingers can have pressed the gold, but devil’s claws must have left their mouldings there sin
5500	1888	1888	0.290420	1	“The old man seems to read Belshazzar’s awful writing.
5501	1888	1888	0.002951	1	I have never marked the coin inspectingly.
5502	1066	1066	0.113756	1	He goes below; let me read.
5503	1888	1888	0.256217	1	A dark valley between three mighty, heaven-abiding peaks, that almost seem the Trinity, in some faint earthly symbol.
5504	2360	2360	0.595131	1	So in this vale of Death, God girds us round; and over all our gloom, the sun of Righteousness still shines a beacon and
5505	1473	1473	0.401447	1	If we bend down our eyes, the dark vale shows her mouldy soil; but if we lift them, the bright sun meets our glance half
5506	2073	2073	0.034255	1	Yet, oh, the great sun is no fixture; and if, at midnight, we would fain snatch some sweet solace from him, we gaze for 
5507	1594	1594	0.156390	1	This coin speaks wisely, mildly, truly, but still sadly to me.
5508	548	548	0.693522	1	I will quit it, lest Truth shake me falsely.” “There now’s the old Mogul,” soliloquized Stubb by the try-works, “he’s be
5509	2874	2874	0.251238	1	And all from looking at a piece of gold, which did I have it now on Negro Hill or in Corlaer’s Hook, I’d not look at it 
5510	1054	1054	0.017198	1	in my poor, insignificant opinion, I regard this as queer.
5511	1074	1074	0.187348	1	I have seen doubloons before now in my voyagings; your doubloons of old Spain, your doubloons of Peru, your doubloons of
5512	2572	2572	0.244136	1	What then should there be in this doubloon of the Equator that is so killing wonderful?
5513	1888	1888	0.085302	1	let me read it once.
5514	8	8	0.653752	1	here’s signs and wonders truly!
5515	2166	2166	0.662813	1	That, now, is what old Bowditch in his Epitome calls the zodiac, and what my almanac below calls ditto.
5516	2978	2978	0.042368	1	I’ll get the almanac and as I have heard devils can be raised with Daboll’s arithmetic, I’ll try my hand at raising a me
5517	1790	1790	0.328529	1	Signs and wonders; and the sun, he’s always among ’em.
5518	1888	1888	0.233076	1	Hem, hem, hem; here they are—here they go—all alive:—Aries, or the Ram; Taurus, or the Bull and Jimimi!
5519	8	8	0.980531	1	here’s Gemini himself, or the Twins.
5520	1843	1843	0.136492	1	Well; the sun he wheels among ’em.
5521	8	8	0.051407	1	Aye, here on the coin he’s just crossing the threshold between two of twelve sitting-rooms all in a ring.
5522	2742	2742	0.136817	1	you lie there; the fact is, you books must know your places.
5523	8	8	0.659356	1	You’ll do to give us the bare words and facts, but we come in to supply the thoughts.
5524	564	564	0.300834	1	That’s my small experience, so far as the Massachusetts calendar, and Bowditch’s navigator, and Daboll’s arithmetic go.
5525	1888	1888	0.567242	1	Pity if there is nothing wonderful in signs, and significant in wonders!
5526	1888	1888	0.012099	1	There’s a clue somewhere; wait a bit; hist—hark!
5527	1754	1754	0.087982	1	By Jove, I have it!
5528	2073	2073	0.239028	1	Look you, Doubloon, your zodiac here is the life of man in one round chapter; and now I’ll read it off, straight out of 
5529	2073	2073	0.669139	1	To begin: there’s Aries, or the Ram—lecherous dog, he begets us; then, Taurus, or the Bull—he bumps us the first thing; 
5530	2467	2467	0.400679	1	comes Cancer the Crab, and drags us back; and here, going from Virtue, Leo, a roaring Lion, lies in the path—he gives a 
5531	8	8	0.321418	1	that’s our first love; we marry and think to be happy for aye, when pop comes Libra, or the Scales—happiness weighed and
5532	1888	1888	0.126716	1	how we suddenly jump, as Scorpio, or the Scorpion, stings us in the rear; we are curing the wound, when whang come the a
5533	2707	2707	0.090339	1	As we pluck out the shafts, stand aside!
5534	8	8	0.642806	1	here’s the battering-ram, Capricornus, or the Goat; full tilt, he comes rushing, and headlong we are tossed; when Aquari
5535	8	8	0.443296	1	There’s a sermon now, writ in high heaven, and the sun goes through it every year, and yet comes out of it all alive and
5536	2874	2874	0.082426	1	Jollily he, aloft there, wheels through toil and trouble; and so, alow here, does jolly Stubb.
5537	2073	2073	0.190602	1	Oh, jolly’s the word for aye!
5538	8	8	0.068873	1	But stop; here comes little King-Post; dodge round the try-works, now, and let’s hear what he’ll have to say.
5539	8	8	0.230516	1	There; he’s before it; he’ll out with something presently.
5540	8	8	0.158283	1	So, so; he’s beginning.” “I see nothing here, but a round thing made of gold, and whoever raises a certain whale, this r
5541	2761	2761	0.238600	1	So, what’s all this staring been about?
5542	2614	2614	0.200713	1	It is worth sixteen dollars, that’s true; and at two cents the cigar, that’s nine hundred and sixty cigars.
5543	2659	2659	0.848723	1	I won’t smoke dirty pipes like Stubb, but I like cigars, and here’s nine hundred and sixty of them; so here goes Flask a
5544	1790	1790	0.247564	1	But, avast; here comes our old Manxman—the old hearse-driver, he must have been, that is, before he took to the sea.
5545	2073	2073	0.187414	1	He luffs up before the doubloon; halloa, and goes round on the other side of the mast; why, there’s a horse-shoe nailed 
5546	8	8	0.240294	1	he’s muttering—voice like an old worn-out coffee-mill.
5547	1888	1888	0.043778	1	Prick ears, and listen!” “If the White Whale be raised, it must be in a month and a day, when the sun stands in some one
5548	2026	2026	0.173951	1	I’ve studied signs, and know their marks; they were taught me two score years ago, by the old witch in Copenhagen.
5549	674	674	1.128774	1	Now, in what sign will the sun then be?
5550	1888	1888	0.157696	1	The horse-shoe sign; for there it is, right opposite the gold.
5551	8	8	0.266192	1	And what’s the horse-shoe sign?
5552	1888	1888	0.296077	1	The lion is the horse-shoe sign—the roaring and devouring lion.
5553	1790	1790	0.202193	1	my old head shakes to think of thee.” “There’s another rendering now; but still one text.
5554	1888	1888	0.147568	1	All sorts of men in one kind of world, you see.
5555	2330	2330	0.238201	1	here comes Queequeg—all tattooing—looks like the signs of the Zodiac himself.
5556	2073	2073	0.574564	1	As I live he’s comparing notes; looking at his thigh bone; thinks the sun is in the thigh, or in the calf, or in the bow
5557	1790	1790	0.155497	1	And by Jove, he’s found something there in the vicinity of his thigh—I guess it’s Sagittarius, or the Archer.
5558	8	8	0.812100	1	No: he don’t know what to make of the doubloon; he takes it for an old button off some king’s trowsers.
5559	1790	1790	0.364822	1	here comes that ghost-devil, Fedallah; tail coiled out of sight as usual, oakum in the toes of his pumps as usual.
5560	2469	2469	0.011807	1	What does he say, with that look of his?
5561	8	8	0.153578	1	Ah, only makes a sign to the sign and bows himself; there is a sun on the coin—fire worshipper, depend upon it.
5562	1888	1888	0.238415	1	This way comes Pip—poor boy!
5563	1790	1790	0.218493	1	would he had died, or I; he’s half horrible to me.
5564	1098	1098	0.383474	1	He too has been watching all of these interpreters—myself included—and look now, he comes to read, with that unearthly i
5565	2707	2707	0.183044	1	Stand away again and hear him.
5566	1888	1888	0.079727	1	Hark!” “I look, you look, he looks; we look, ye look, they look.” “Upon my soul, he’s been studying Murray’s Grammar!
5567	1888	1888	0.972875	1	Improving his mind, poor fellow!
5568	1066	1066	0.110583	1	But what’s that he says now—hist!” “I look, you look, he looks; we look, ye look, they look.” “Why, he’s getting it by h
5569	1790	1790	0.262902	1	again.” “I look, you look, he looks; we look, ye look, they look.” “Well, that’s funny.” “And I, you, and he; and we, ye
5570	1790	1790	0.388177	1	There he stands; two bones stuck into a pair of old trowsers, and two more poked into the sleeves of an old jacket.” “Wo
5571	2073	2073	0.225396	1	Any way, for the present, I’ll quit Pip’s vicinity.
5572	2707	2707	0.284719	1	I can stand the rest, for they have plain wits; but he’s too crazy-witty for my sanity.
5573	688	688	0.094348	1	So, so, I leave him muttering.” “Here’s the ship’s navel, this doubloon here, and they are all on fire to unscrew it.
5574	2145	2145	0.480630	1	But, unscrew your navel, and what’s the consequence?
5575	8	8	0.164371	1	Then again, if it stays here, that is ugly, too, for when aught’s nailed to the mast it’s a sign that things grow desper
5576	8	8	0.353194	1	the White Whale; he’ll nail ye!
5577	1888	1888	0.266272	1	This is a pine tree.
5578	2467	2467	0.113849	1	My father, in old Tolland county, cut down a pine tree once, and found a silver ring grown over in it; some old darkey’s
5579	1888	1888	0.167199	1	How did it get there?
5580	8	8	0.002284	1	And so they’ll say in the resurrection, when they come to fish up this old mast, and find a doubloon lodged in it, with 
5581	2073	2073	0.061891	1	the green miser’ll hoard ye soon!
5582	1888	1888	0.310637	1	God goes ’mong the worlds blackberrying.
5583	1691	1691	0.044744	1	hey, hey, hey, hey, hey, Jenny, Jenny!
5584	8	8	0.397676	1	and get your hoe-cake done!” CHAPTER 100.
5585	690	690	0.024483	1	The Pequod, of Nantucket, Meets the Samuel Enderby, of London.
5586	548	548	0.809995	1	Hast seen the White Whale?” So cried Ahab, once more hailing a ship showing English colours, bearing down under the ster
5587	2073	2073	0.017986	1	Trumpet to mouth, the old man was standing in his hoisted quarter-boat, his ivory leg plainly revealed to the stranger c
5588	1645	1645	1.167132	1	He was a darkly-tanned, burly, good-natured, fine-looking man, of sixty or thereabouts, dressed in a spacious roundabout
5589	2148	2148	0.490637	1	“Hast seen the White Whale?” “See you this?” and withdrawing it from the folds that had hidden it, he held up a white ar
5590	1594	1594	0.165420	1	“Man my boat!” cried Ahab, impetuously, and tossing about the oars near him—“Stand by to lower!” In less than a minute, 
5591	1831	1831	0.086923	1	But here a curious difficulty presented itself.
5592	1888	1888	0.015949	1	In the excitement of the moment, Ahab had forgotten that since the loss of his leg he had never once stepped on board of
5593	1594	1594	0.160120	1	Now, it is no very easy matter for anybody—except those who are almost hourly used to it, like whalemen—to clamber up a 
5594	1790	1790	0.040837	1	So, deprived of one leg, and the strange ship of course being altogether unsupplied with the kindly invention, Ahab now 
5595	339	339	0.011284	1	It has before been hinted, perhaps, that every little untoward circumstance that befell him, and which indirectly sprang
5596	1645	1645	0.524394	1	And in the present instance, all this was heightened by the sight of the two officers of the strange ship, leaning over 
5597	2148	2148	0.093888	1	But this awkwardness only lasted a minute, because the strange captain, observing at a glance how affairs stood, cried o
5598	2073	2073	0.210979	1	Jump, boys, and swing over the cutting-tackle.” As good luck would have it, they had had a whale alongside a day or two 
5599	405	405	0.318676	1	This was quickly lowered to Ahab, who at once comprehending it all, slid his solitary thigh into the curve of the hook (
5600	1594	1594	0.404452	1	Soon he was carefully swung inside the high bulwarks, and gently landed upon the capstan head.
5601	2073	2073	0.353419	1	With his ivory arm frankly thrust forth in welcome, the other captain advanced, and Ahab, putting out his ivory leg, and
5602	2874	2874	0.051669	1	let us shake bones together!—an arm and a leg!—an arm that never can shrink, d’ye see; and a leg that never can run.
5603	1102	1102	0.125391	1	Where did’st thou see the White Whale?—how long ago?” “The White Whale,” said the Englishman, pointing his ivory arm tow
5604	548	548	0.154882	1	“Aye, he was the cause of it, at least; and that leg, too?” “Spin me the yarn,” said Ahab; “how was it?” “It was the fir
5605	1888	1888	0.329535	1	“I was ignorant of the White Whale at that time.
5606	2659	2659	0.271782	1	Well, one day we lowered for a pod of four or five whales, and my boat fastened to one of them; a regular circus horse h
5607	548	548	0.097765	1	Presently up breaches from the bottom of the sea a bouncing great whale, with a milky-white head and hump, all crows’ fe
5608	548	548	0.432938	1	“And harpoons sticking in near his starboard fin.” “Aye, aye—they were mine—_my_ irons,” cried Ahab, exultingly—“but on!
5609	1843	1843	0.499796	1	“Well, this old great-grandfather, with the white head and hump, runs all afoam into the pod, and goes to snapping furio
5610	548	548	0.447255	1	“Aye, I see!—wanted to part it; free the fast-fish—an old trick—I know him.” “How it was exactly,” continued the one-arm
5611	8	8	0.022135	1	instead of the other whale’s; that went off to windward, all fluking.
5612	2073	2073	0.302056	1	Seeing how matters stood, and what a noble great whale it was—the noblest and biggest I ever saw, sir, in my life—I reso
5613	960	960	0.027406	1	And thinking the hap-hazard line would get loose, or the tooth it was tangled to might draw (for I have a devil of a boa
5614	2467	2467	0.326931	1	Mounttop’s here (by the way, Captain—Mounttop; Mounttop—the captain);—as I was saying, I jumped into Mounttop’s boat, wh
5615	2073	2073	0.206466	1	But, Lord, look you, sir—hearts and souls alive, man—the next instant, in a jiff, I was blind as a bat—both eyes out—all
5616	548	548	0.969622	1	No use sterning all, then; but as I was groping at midday, with a blinding sun, all crown-jewels; as I was groping, I sa
5617	2590	2590	0.023096	1	To escape his terrible flailings, I seized hold of my harpoon-pole sticking in him, and for a moment clung to that like 
5618	1206	1206	0.100003	1	But a combing sea dashed me off, and at the same instant, the fish, taking one good dart forwards, went down like a flas
5619	1888	1888	0.085613	1	Bunger, ship’s surgeon: Bunger, my lad,—the captain).
5620	2761	2761	0.089973	1	Now, Bunger boy, spin your part of the yarn.” The professional gentleman thus familiarly pointed out, had been all the t
5621	1642	1642	0.886243	1	His face was an exceedingly round but sober one; he was dressed in a faded blue woollen frock or shirt, and patched trow
5622	1790	1790	0.086845	1	But, at his superior’s introduction of him to Ahab, he politely bowed, and straightway went on to do his captain’s biddi
5623	688	688	0.437513	1	“It was a shocking bad wound,” began the whale-surgeon; “and, taking my advice, Captain Boomer here, stood our old Sammy
5624	548	548	0.217888	1	But it was no use—I did all I could; sat up with him nights; was very severe with him in the matter of diet—” “Oh, very 
5625	1888	1888	0.005449	1	he sat up with me indeed, and was very severe in my diet.
5626	1888	1888	0.263677	1	a great watcher, and very dietetically severe, is Dr. Bunger.
5627	945	945	0.096106	1	(Bunger, you dog, laugh out!
5628	8	8	0.674467	1	You know you’re a precious jolly rascal.)
5629	2874	2874	0.052809	1	But, heave ahead, boy, I’d rather be killed by you than kept alive by any other man.” “My captain, you must have ere thi
5630	548	548	0.057132	1	But I may as well say—en passant, as the French remark—that I myself—that is to say, Jack Bunger, late of the reverend c
5631	2659	2659	0.317635	1	“I was about observing, sir, before Captain Boomer’s facetious interruption, that spite of my best and severest endeavor
5632	1888	1888	0.552175	1	I measured it with the lead line.
5633	2572	2572	0.087796	1	In short, it grew black; I knew what was threatened, and off it came.
5634	836	836	0.136242	1	But I had no hand in shipping that ivory arm there; that thing is against all rule”—pointing at it with the marlingspike
5635	1888	1888	0.213978	1	He flies into diabolical passions sometimes.
5636	548	548	0.524012	1	Do ye see this dent, sir”—removing his hat, and brushing aside his hair, and exposing a bowl-like cavity in his skull, b
5637	1790	1790	0.292324	1	Oh, you solemn rogue, you—you Bunger!
5638	1790	1790	0.269830	1	was there ever such another Bunger in the watery world?
5639	548	548	0.857428	1	Bunger, when you die, you ought to die in pickle, you dog; you should be preserved to future ages, you rascal.” “What be
5640	548	548	0.109886	1	“Oh!” cried the one-armed captain, “oh, yes!
5641	3055	3055	0.049886	1	Well; after he sounded, we didn’t see him again for some time; in fact, as I before hinted, I didn’t then know what whal
5642	1888	1888	0.194731	1	What should I do without this other arm?
5643	688	688	0.070896	1	And I’m thinking Moby Dick doesn’t bite so much as he swallows.” “Well, then,” interrupted Bunger, “give him your left a
5644	1645	1645	0.056437	1	Do you know, gentlemen”—very gravely and mathematically bowing to each Captain in succession—“Do you know, gentlemen, th
5645	2881	2881	0.086927	1	And he knows it too.
5646	8	8	0.130741	1	So that what you take for the White Whale’s malice is only his awkwardness.
5647	748	748	0.692839	1	For he never means to swallow a single limb; he only thinks to terrify by feints.
5648	2467	2467	0.255499	1	But sometimes he is like the old juggling fellow, formerly a patient of mine in Ceylon, that making believe swallow jack
5649	1594	1594	0.006294	1	No possible way for him to digest that jack-knife, and fully incorporate it into his general bodily system.
5650	2432	2432	0.088043	1	Yes, Captain Boomer, if you are quick enough about it, and have a mind to pawn one arm for the sake of the privilege of 
5651	8	8	0.072540	1	No more White Whales for me; I’ve lowered for him once, and that has satisfied me.
5652	427	427	0.314218	1	There would be great glory in killing him, I know that; and there is a ship-load of precious sperm in him, but, hark ye,
5653	690	690	0.497537	1	But he will still be hunted, for all that.
5654	771	771	0.292620	1	What is best let alone, that accursed thing is not always what least allures.
5655	8	8	0.315627	1	How long since thou saw’st him last?
5656	548	548	0.733666	1	Which way heading?” “Bless my soul, and curse the foul fiend’s,” cried Bunger, stoopingly walking round Ahab, and like a
5657	2874	2874	0.411629	1	“Avast!” roared Ahab, dashing him against the bulwarks—“Man the boat!
5658	548	548	0.382966	1	Which way heading?” “Good God!” cried the English Captain, to whom the question was put.
5659	8	8	0.030702	1	He was heading east, I think.—Is your Captain crazy?” whispering Fedallah.
5660	2874	2874	1.211587	1	But Fedallah, putting a finger on his lip, slid over the bulwarks to take the boat’s steering oar, and Ahab, swinging th
5661	2874	2874	0.245377	1	In a moment he was standing in the boat’s stern, and the Manilla men were springing to their oars.
5662	1888	1888	0.791931	1	In vain the English Captain hailed him.
5663	1888	1888	0.248086	1	With back to the stranger ship, and face set like a flint to his own, Ahab stood upright till alongside of the Pequod.
5664	2073	2073	0.181203	1	Ere the English ship fades from sight, be it set down here, that she hailed from London, and was named after the late Sa
5665	1594	1594	0.090960	1	How long, prior to the year of our Lord 1775, this great whaling house was in existence, my numerous fish-documents do n
5666	1151	1151	0.629006	1	Be it distinctly recorded here, that the Nantucketers were the first among mankind to harpoon with civilized steel the g
5667	1594	1594	0.055886	1	In 1778, a fine ship, the Amelia, fitted out for the express purpose, and at the sole charge of the vigorous Enderbys, b
5668	1888	1888	0.040682	1	The voyage was a skilful and lucky one; and returning to her berth with her hold full of the precious sperm, the Amelia’
5669	8	8	0.096593	1	But not content with this good deed, the indefatigable house again bestirred itself: Samuel and all his Sons—how many, t
5670	1888	1888	0.653602	1	Commanded by a naval Post-Captain, the Rattler made a rattling voyage of it, and did some service; how much does not app
5671	2301	2301	0.399863	1	But this is not all.
5672	1888	1888	0.595627	1	In 1819, the same house fitted out a discovery whale ship of their own, to go on a tasting cruise to the remote waters o
5673	1843	1843	0.213152	1	That ship—well called the “Syren”—made a noble experimental cruise; and it was thus that the great Japanese Whaling Grou
5674	1888	1888	0.423311	1	The Syren in this famous voyage was commanded by a Captain Coffin, a Nantucketer.
5675	2073	2073	0.227427	1	All honor to the Enderbies, therefore, whose house, I think, exists to the present day; though doubtless the original Sa
5676	1888	1888	0.379978	1	The ship named after him was worthy of the honor, being a very fast sailer and a noble craft every way.
5677	2528	2528	0.357199	1	I boarded her once at midnight somewhere off the Patagonian coast, and drank good flip down in the forecastle.
5678	1888	1888	0.264041	1	It was a fine gam we had, and they were all trumps—every soul on board.
5679	1888	1888	0.070900	1	A short life to them, and a jolly death.
5680	232	232	0.034028	1	And that fine gam I had—long, very long after old Ahab touched her planks with his ivory heel—it minds me of the noble, 
5681	2869	2869	0.248045	1	Did I say we had flip?
5682	638	638	0.194225	1	Yes, and we flipped it at the rate of ten gallons the hour; and when the squall came (for it’s squally off there by Pata
5683	1790	1790	0.133179	1	However, the masts did not go overboard; and by and by we scrambled down, so sober, that we had to pass the flip again, 
5684	1888	1888	0.305105	1	The beef was fine—tough, but with body in it.
5685	2467	2467	0.440440	1	They said it was bull-beef; others, that it was dromedary beef; but I do not know, for certain, how that was.
5686	1594	1594	0.149735	1	They had dumplings too; small, but substantial, symmetrically globular, and indestructible dumplings.
5687	2026	2026	0.009817	1	I fancied that you could feel them, and roll them about in you after they were swallowed.
5688	1523	1523	0.336311	1	If you stooped over too far forward, you risked their pitching out of you like billiard-balls.
5689	2742	2742	0.070112	1	The bread—but that couldn’t be helped; besides, it was an anti-scorbutic; in short, the bread contained the only fresh f
5690	2331	2331	0.381387	1	But the forecastle was not very light, and it was very easy to step over into a dark corner when you ate it.
5691	8	8	0.090676	1	But all in all, taking her from truck to helm, considering the dimensions of the cook’s boilers, including his own live 
5692	2659	2659	0.424354	1	But why was it, think ye, that the Samuel Enderby, and some other English whalers I know of—not all though—were such fam
5693	1888	1888	0.128465	1	The abounding good cheer of these English whalers is matter for historical research.
5694	62	62	0.849556	1	Nor have I been at all sparing of historical whale research, when it has seemed needed.
5695	2659	2659	0.402984	1	The English were preceded in the whale fishery by the Hollanders, Zealanders, and Danes; from whom they derived many ter
5696	690	690	0.285250	1	For, as a general thing, the English merchant-ship scrimps her crew; but not so the English whaler.
5697	1888	1888	0.225883	1	Hence, in the English, this thing of whaling good cheer is not normal and natural, but incidental and particular; and, t
5698	267	267	0.283045	1	During my researches in the Leviathanic histories, I stumbled upon an ancient Dutch volume, which, by the musty whaling 
5699	688	688	0.099071	1	The title was, “Dan Coopman,” wherefore I concluded that this must be the invaluable memoirs of some Amsterdam cooper in
5700	2742	2742	0.305218	1	I was reinforced in this opinion by seeing that it was the production of one “Fitz Swackhammer.” But my friend Dr. Snodh
5701	688	688	0.413308	1	And in this chapter it was, headed, “Smeer,” or “Fat,” that I found a long detailed list of the outfits for the larders 
5702	1888	1888	0.536805	1	cheese (probably an inferior article).
5703	3047	3047	0.120380	1	Most statistical tables are parchingly dry in the reading; not so in the present case, however, where the reader is floo
5704	1888	1888	0.236148	1	At the time, I devoted three days to the studious digesting of all this beer, beef, and bread, during which many profoun
5705	1888	1888	0.212847	1	In the first place, the amount of butter, and Texel and Leyden cheese consumed, seems amazing.
5706	2073	2073	0.490369	1	I impute it, though, to their naturally unctuous natures, being rendered still more unctuous by the nature of their voca
5707	1888	1888	0.102625	1	The quantity of beer, too, is very large, 10,800 barrels.
5708	1790	1790	0.198806	1	Now, as those polar fisheries could only be prosecuted in the short summer of that climate, so that the whole cruise of 
5709	1970	1970	0.212941	1	Now, whether these gin and beer harpooneers, so fuddled as one might fancy them to have been, were the right sort of men
5710	1726	1726	0.033899	1	Yet they did aim at them, and hit them too.
5711	3064	3064	0.306815	1	But this was very far North, be it remembered, where beer agrees well with the constitution; upon the Equator, in our so
5712	1790	1790	0.092252	1	But no more; enough has been said to show that the old Dutch whalers of two or three centuries ago were high livers; and
5713	561	561	0.001254	1	For, say they, when cruising in an empty ship, if you can get nothing better out of the world, get a good dinner out of 
5714	1318	1318	1.174297	1	And this empties the decanter.
5715	1888	1888	0.006173	1	A Bower in the Arsacides.
5716	1888	1888	0.099478	1	Hitherto, in descriptively treating of the Sperm Whale, I have chiefly dwelt upon the marvels of his outer aspect; or se
5717	107	107	0.281018	1	But to a large and thorough sweeping comprehension of him, it behooves me now to unbutton him still further, and untaggi
5718	1552	1552	0.223964	1	How is it, that you, a mere oarsman in the fishery, pretend to know aught about the subterranean parts of the whale?
5719	2363	2363	0.035286	1	Did erudite Stubb, mounted upon your capstan, deliver lectures on the anatomy of the Cetacea; and by help of the windlas
5720	461	461	0.009276	1	Can you land a full-grown whale on your deck for examination, as a cook dishes a roast-pig?
5721	801	801	0.085019	1	A veritable witness have you hitherto been, Ishmael; but have a care how you seize the privilege of Jonah alone; the pri
5722	2265	2265	0.143810	1	I confess, that since Jonah, few whalemen have penetrated very far beneath the skin of the adult whale; nevertheless, I 
5723	1888	1888	0.584066	1	In a ship I belonged to, a small cub Sperm Whale was once bodily hoisted to the deck for his poke or bag, to make sheath
5724	2029	2029	0.387506	1	Think you I let that chance go, without using my boat-hatchet and jack-knife, and breaking the seal and reading all the 
5725	801	801	0.492959	1	And as for my exact knowledge of the bones of the leviathan in their gigantic, full grown development, for that rare kno
5726	2503	2503	0.724226	1	For being at Tranque, years ago, when attached to the trading-ship Dey of Algiers, I was invited to spend part of the Ar
5727	2073	2073	0.701867	1	Among many other fine qualities, my royal friend Tranquo, being gifted with a devout love for all matters of barbaric ve
5728	614	614	0.394934	1	Chief among these latter was a great Sperm Whale, which, after an unusually long raging gale, had been found dead and st
5729	2874	2874	0.090353	1	When the vast body had at last been stripped of its fathom-deep enfoldings, and the bones become dust dry in the sun, th
5730	377	377	0.033968	1	The ribs were hung with trophies; the vertebræ were carved with Arsacidean annals, in strange hieroglyphics; in the skul
5731	1888	1888	0.570019	1	It was a wondrous sight.
5732	1888	1888	0.146367	1	The wood was green as mosses of the Icy Glen; the trees stood high and haughty, feeling their living sap; the industriou
5733	1594	1594	0.329182	1	All the trees, with all their laden branches; all the shrubs, and ferns, and grasses; the message-carrying air; all thes
5734	2073	2073	0.138658	1	Through the lacings of the leaves, the great sun seemed a flying shuttle weaving the unwearied verdure.
5735	548	548	0.306167	1	unseen weaver!—pause!—one word!—whither flows the fabric?
5736	429	429	0.245486	1	what palace may it deck?
5737	1763	1763	0.004132	1	wherefore all these ceaseless toilings?
5738	1888	1888	0.206014	1	Speak, weaver!—stay thy hand!—but one single word with thee!
5739	1888	1888	0.302688	1	Nay—the shuttle flies—the figures float from forth the loom; the freshet-rushing carpet for ever slides away.
5740	2073	2073	0.102096	1	The weaver-god, he weaves; and by that weaving is he deafened, that he hears no mortal voice; and by that humming, we, t
5741	2375	2375	0.081503	1	For even so it is in all material factories.
5742	607	607	0.122287	1	The spoken words that are inaudible among the flying spindles; those same words are plainly heard without the walls, bur
5743	1594	1594	0.163746	1	Thereby have villainies been detected.
5744	1790	1790	0.155590	1	then, be heedful; for so, in all this din of the great world’s loom, thy subtlest thinkings may be overheard afar.
5745	2352	2352	0.045239	1	Now, amid the green, life-restless loom of that Arsacidean wood, the great, white, worshipped skeleton lay lounging—a gi
5746	2659	2659	0.303907	1	Yet, as the ever-woven verdant warp and woof intermixed and hummed around him, the mighty idler seemed the cunning weave
5747	360	360	1.553886	1	Life folded Death; Death trellised Life; the grim god wived with youthful Life, and begat him curly-headed glories.
5748	2073	2073	0.204704	1	Now, when with royal Tranquo I visited this wondrous whale, and saw the skull an altar, and the artificial smoke ascendi
5749	961	961	0.089873	1	But more I marvelled that the priests should swear that smoky jet of his was genuine.
5750	2467	2467	0.171588	1	To and fro I paced before this skeleton—brushed the vines aside—broke through the ribs—and with a ball of Arsacidean twi
5751	1790	1790	0.182419	1	But soon my line was out; and following it back, I emerged from the opening where I entered.
5752	1888	1888	0.026987	1	I saw no living thing within; naught was there but bones.
5753	2467	2467	0.011349	1	Cutting me a green measuring-rod, I once more dived within the skeleton.
