# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1034
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	native_connector	frame_class	source_provenance	completion_token_match	second_token_count_match
REPEAT_CONNECTOR__AND_ROUND__AND__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THE_PHRASE	BARE	THE_PHRASE	REPEAT_CONNECTOR__AND_ROUND__AND__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE	round and round	the phrase round and round	0	2	4	1	1	0.463699	0.464522	0.463699	0.416913	2659	2659	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__AND__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THEY_SAID	BARE	THEY_SAID	REPEAT_CONNECTOR__AND_ROUND__AND__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	round and round	they said round and round	0	2	4	1	1	1.152961	1.146116	1.152961	0.474211	2659	2659	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__OR__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	V9_SPACE	BARE	V9_SPACE	REPEAT_CONNECTOR__AND_ROUND__OR__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__OR__V9_SPACE__NONE	round or round	 round or round	0	2	2	1	1	0.288763	0.287341	0.288763	0.266183	2659	2659	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__OR__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THE_PHRASE	BARE	THE_PHRASE	REPEAT_CONNECTOR__AND_ROUND__OR__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__OR__THE_PHRASE__NONE	round or round	the phrase round or round	0	2	4	1	1	0.132473	0.131227	0.132473	-0.125107	2659	2659	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__OR__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THEY_SAID	BARE	THEY_SAID	REPEAT_CONNECTOR__AND_ROUND__OR__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE	round or round	they said round or round	0	2	4	1	1	0.128852	0.124745	0.128852	-0.169673	2659	2659	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__TO__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	V9_SPACE	BARE	V9_SPACE	REPEAT_CONNECTOR__AND_ROUND__TO__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__TO__V9_SPACE__NONE	round to round	 round to round	0	2	2	1	1	0.32307	0.307078	0.32307	-0.075798	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__TO__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THE_PHRASE	BARE	THE_PHRASE	REPEAT_CONNECTOR__AND_ROUND__TO__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__TO__THE_PHRASE__NONE	round to round	the phrase round to round	0	2	4	1	1	0.825893	0.792123	0.825893	0.151011	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__TO__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THEY_SAID	BARE	THEY_SAID	REPEAT_CONNECTOR__AND_ROUND__TO__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE	round to round	they said round to round	0	2	4	1	1	1.660659	1.630351	1.660659	0.083488	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__BY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	V9_SPACE	BARE	V9_SPACE	REPEAT_CONNECTOR__AND_ROUND__BY__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__BY__V9_SPACE__NONE	round by round	 round by round	0	2	2	1	1	0.356773	0.31131	0.356773	0.211341	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__BY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THE_PHRASE	BARE	THE_PHRASE	REPEAT_CONNECTOR__AND_ROUND__BY__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__BY__THE_PHRASE__NONE	round by round	the phrase round by round	0	2	4	1	1	-0.460386	-0.483654	-0.460386	-0.635654	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__BY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THEY_SAID	BARE	THEY_SAID	REPEAT_CONNECTOR__AND_ROUND__BY__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE	round by round	they said round by round	0	2	4	1	1	0.276454	0.262364	0.276454	0.473937	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__AFTER__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	V9_SPACE	BARE	V9_SPACE	REPEAT_CONNECTOR__AND_ROUND__AFTER__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__AFTER__V9_SPACE__NONE	round after round	 round after round	0	2	2	1	1	0.077845	0.035256	0.077845	-0.083459	1738	1738	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__AFTER__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THE_PHRASE	BARE	THE_PHRASE	REPEAT_CONNECTOR__AND_ROUND__AFTER__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__AFTER__THE_PHRASE__NONE	round after round	the phrase round after round	0	2	4	1	1	-0.322555	-0.35887	-0.322555	-0.458975	1738	2073	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_ROUND__AFTER__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_ROUND	THEY_SAID	BARE	THEY_SAID	REPEAT_CONNECTOR__AND_ROUND__AFTER__BARE__NONE	REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE	round after round	they said round after round	0	2	4	1	1	0.618761	0.571484	0.618761	0.331975	1738	541	0	1	1	and	KNOWN_REPEAT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	again and again	 again and again	0	2	2	1	1	0.272398	0.274657	0.272398	0.050075	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE	again and again	the phrase again and again	0	2	4	1	1	0.264656	0.26373	0.264656	-0.02719	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE	again and again	they said again and again	0	2	4	1	1	0.19666	0.205558	0.19666	0.640066	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__V9_SPACE__NONE	again and then	 again and then	0	2	2	1	1	-0.207114	-0.204856	-0.207114	-0.429437	1888	1888	0	0	0	and	RELATED_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THE_PHRASE__NONE	again and then	the phrase again and then	0	2	4	1	1	-0.005072	-0.005999	-0.005072	-0.296919	1888	2073	0	0	0	and	RELATED_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THEY_SAID__NONE	again and then	they said again and then	0	2	4	1	1	-0.542834	-0.533937	-0.471982	0.074429	1888	444	0	0	0	and	RELATED_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__V9_SPACE__NONE	again and violin	 again and violin	0	2	2	1	1	-0.029471	-0.027213	0.0	-0.222325	1888	1888	0	0	0	and	ARBITRARY_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__THE_PHRASE__NONE	again and violin	the phrase again and violin	0	2	4	1	1	-0.029563	-0.03049	0.0	-0.291847	1888	2073	0	0	0	and	ARBITRARY_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__THEY_SAID__NONE	again and violin	they said again and violin	0	2	4	1	1	0.00512	0.014018	0.0	0.144331	1888	1888	0	0	0	and	ARBITRARY_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__V9_SPACE__NONE	hammer and again	 hammer and again	0	2	2	1	1	0.199244	0.196034	0.199244	-0.137122	1888	1888	0	0	0	and	ARBITRARY_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__THE_PHRASE__NONE	hammer and again	the phrase hammer and again	0	2	4	1	1	0.137499	0.135307	0.137499	0.138842	1888	2073	0	0	0	and	ARBITRARY_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__THEY_SAID__NONE	hammer and again	they said hammer and again	0	2	4	1	1	-0.000636	-0.004857	-0.000636	0.707292	1888	1888	0	0	0	and	ARBITRARY_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__V9_SPACE__NONE	hammer and hammer	 hammer and hammer	0	2	2	1	1	0.079228	0.076018	0.079228	0.16023	2659	2659	0	0	0	and	NOVEL_REPEAT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__THE_PHRASE__NONE	hammer and hammer	the phrase hammer and hammer	0	2	4	1	1	-0.289115	-0.291308	-0.289115	-0.069392	2659	2659	0	0	0	and	NOVEL_REPEAT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__THEY_SAID__NONE	hammer and hammer	they said hammer and hammer	0	2	4	1	1	-0.229128	-0.23335	-0.229128	-0.113039	2659	2659	0	0	0	and	NOVEL_REPEAT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__V9_SPACE__NONE	hammer and violin	 hammer and violin	0	2	2	1	1	-0.111984	-0.115193	-0.111984	-0.448348	1888	1888	0	0	0	and	NOVEL_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__THE_PHRASE__NONE	hammer and violin	the phrase hammer and violin	0	2	4	1	1	-0.474315	-0.476507	-0.474315	-0.472972	1888	2073	0	0	0	and	NOVEL_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__THEY_SAID__NONE	hammer and violin	they said hammer and violin	0	2	4	1	1	-0.374653	-0.378873	-0.374653	0.333276	1888	1888	0	0	0	and	NOVEL_DISTINCT	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	again again	 again again	0	1	1	1	1	-0.012473	-0.049058	0.0	-0.222325	1888	1888	0	0	0	and	NO_CONNECTOR	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	again again	the phrase again again	0	1	3	1	1	0.027578	-0.043036	0.0	-0.291847	1888	2073	0	0	0	and	NO_CONNECTOR	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	again again	they said again again	0	1	3	1	1	-0.016835	0.002006	0.0	0.54641	1888	444	0	0	0	and	NO_CONNECTOR	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	hammer hammer	 hammer hammer	0	1	1	1	1	-0.041631	-0.013555	0.0	-0.336365	1888	1888	0	0	0	and	NO_CONNECTOR	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	hammer hammer	the phrase hammer hammer	0	1	3	1	1	-0.045732	-0.096949	0.0	0.001343	1888	2073	0	0	0	and	NO_CONNECTOR	V9_ATTESTED	1	1
FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	FRAME_CROSS	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	hammer hammer	they said hammer hammer	0	1	3	1	1	-0.041962	-0.070432	0.0	0.707928	1888	1888	0	0	0	and	NO_CONNECTOR	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE	again and again	 again and again	0	2	2	1	1	0.272398	0.274657	0.272398	0.050075	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE	again and again	the phrase again and again	0	2	4	1	1	0.264656	0.26373	0.264656	-0.02719	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE	again and again	they said again and again	0	2	4	1	1	0.19666	0.205558	0.19666	0.640066	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__OR__V9_SPACE__NONE	again or again	 again or again	0	2	2	1	1	0.310842	0.311116	0.310842	0.088517	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__OR__THE_PHRASE__NONE	again or again	the phrase again or again	0	2	4	1	1	-0.357675	-0.360022	-0.357675	-0.649522	541	2073	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__OR__THEY_SAID__NONE	again or again	they said again or again	0	2	4	1	1	-0.491657	-0.494012	-0.491657	-0.223463	541	2659	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__TO__V9_SPACE__NONE	again to again	 again to again	0	2	2	1	1	0.697047	0.70918	0.697047	0.531477	1594	1594	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__TO__THE_PHRASE__NONE	again to again	the phrase again to again	0	2	4	1	1	0.895585	0.888954	0.895585	0.759535	1594	2073	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__TO__THEY_SAID__NONE	again to again	they said again to again	0	2	4	1	1	0.471864	0.481342	0.471864	0.405323	1594	429	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__BY__V9_SPACE__NONE	again by again	 again by again	0	2	2	1	1	0.165758	0.175102	0.165758	-0.056566	1888	1888	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	THE_PHRASE	BARE	THE_PHRASE	REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__BY__THE_PHRASE__NONE	again by again	the phrase again by again	0	2	4	1	1	0.373273	0.30771	0.373273	0.081426	1888	2073	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	THEY_SAID	BARE	THEY_SAID	REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__BY__THEY_SAID__NONE	again by again	they said again by again	0	2	4	1	1	-0.462698	-0.508008	-0.462698	0.082689	1888	1594	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
REPEAT_CONNECTOR__AND_AGAIN__AFTER__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	REPEAT_CONNECTOR	AND_AGAIN	V9_SPACE	BARE	V9_SPACE	REPEAT_CONNECTOR__AND_AGAIN__AFTER__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__AFTER__V9_SPACE__NONE	again after again	 again after again	0	2	2	1	1	-0.05452	-0.040972	-0.05452	-0.276844	1888	1888	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED	1	1
