# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	662
panel_id	native_connector	known_member	related_member	arbitrary_a	arbitrary_b	provenance	known_space_tokens	related_space_tokens	arbitrary_a_space_tokens	arbitrary_b_space_tokens	selection_rule	case_id	branch	seed_id	variant	carrier_id	string	n_tok	pre_second_body_tokens	second_realised_tokens	completion_pos	tokens	token_ids
												FRAME_CROSS__AND_ROUND__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_ARBITRARY	BARE	round and button	3	2	1	3	["round", " and", " button"]	[744, 290, 4936]
												FRAME_CROSS__AND_ROUND__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_KNOWN	BARE	rabbit and round	4	3	1	4	["r", "abbit", " and", " round"]	[81, 14229, 290, 2835]
												FRAME_CROSS__AND_ROUND__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_REPEAT	BARE	rabbit and rabbit	4	3	1	4	["r", "abbit", " and", " rabbit"]	[81, 14229, 290, 22746]
												FRAME_CROSS__AND_ROUND__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_DISTINCT	BARE	rabbit and button	4	3	1	4	["r", "abbit", " and", " button"]	[81, 14229, 290, 4936]
												FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_NO_CONNECTOR	BARE	round round	2	1	1	2	["round", " round"]	[744, 2835]
												FRAME_CROSS__AND_ROUND__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_NO_CONNECTOR	BARE	rabbit rabbit	3	2	1	3	["r", "abbit", " rabbit"]	[81, 14229, 22746]
												FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_REPEAT	V9_SPACE	 round and round	3	2	1	3	[" round", " and", " round"]	[2835, 290, 2835]
												FRAME_CROSS__AND_ROUND__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_RELATED	V9_SPACE	 round and straight	3	2	1	3	[" round", " and", " straight"]	[2835, 290, 3892]
												FRAME_CROSS__AND_ROUND__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_ARBITRARY	V9_SPACE	 round and button	3	2	1	3	[" round", " and", " button"]	[2835, 290, 4936]
												FRAME_CROSS__AND_ROUND__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_KNOWN	V9_SPACE	 rabbit and round	3	2	1	3	[" rabbit", " and", " round"]	[22746, 290, 2835]
												FRAME_CROSS__AND_ROUND__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_REPEAT	V9_SPACE	 rabbit and rabbit	3	2	1	3	[" rabbit", " and", " rabbit"]	[22746, 290, 22746]
												FRAME_CROSS__AND_ROUND__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_DISTINCT	V9_SPACE	 rabbit and button	3	2	1	3	[" rabbit", " and", " button"]	[22746, 290, 4936]
												FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_NO_CONNECTOR	V9_SPACE	 round round	2	1	1	2	[" round", " round"]	[2835, 2835]
												FRAME_CROSS__AND_ROUND__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_NO_CONNECTOR	V9_SPACE	 rabbit rabbit	2	1	1	2	[" rabbit", " rabbit"]	[22746, 22746]
												FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_REPEAT	THE_PHRASE	the phrase round and round	5	4	1	5	["the", " phrase", " round", " and", " round"]	[1169, 9546, 2835, 290, 2835]
												FRAME_CROSS__AND_ROUND__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_RELATED	THE_PHRASE	the phrase round and straight	5	4	1	5	["the", " phrase", " round", " and", " straight"]	[1169, 9546, 2835, 290, 3892]
												FRAME_CROSS__AND_ROUND__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_ARBITRARY	THE_PHRASE	the phrase round and button	5	4	1	5	["the", " phrase", " round", " and", " button"]	[1169, 9546, 2835, 290, 4936]
												FRAME_CROSS__AND_ROUND__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_KNOWN	THE_PHRASE	the phrase rabbit and round	5	4	1	5	["the", " phrase", " rabbit", " and", " round"]	[1169, 9546, 22746, 290, 2835]
												FRAME_CROSS__AND_ROUND__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_REPEAT	THE_PHRASE	the phrase rabbit and rabbit	5	4	1	5	["the", " phrase", " rabbit", " and", " rabbit"]	[1169, 9546, 22746, 290, 22746]
												FRAME_CROSS__AND_ROUND__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_DISTINCT	THE_PHRASE	the phrase rabbit and button	5	4	1	5	["the", " phrase", " rabbit", " and", " button"]	[1169, 9546, 22746, 290, 4936]
												FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase round round	4	3	1	4	["the", " phrase", " round", " round"]	[1169, 9546, 2835, 2835]
												FRAME_CROSS__AND_ROUND__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase rabbit rabbit	4	3	1	4	["the", " phrase", " rabbit", " rabbit"]	[1169, 9546, 22746, 22746]
												FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	AND_ROUND	KNOWN_REPEAT	THEY_SAID	they said round and round	5	4	1	5	["they", " said", " round", " and", " round"]	[9930, 531, 2835, 290, 2835]
												FRAME_CROSS__AND_ROUND__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	AND_ROUND	KNOWN_RELATED	THEY_SAID	they said round and straight	5	4	1	5	["they", " said", " round", " and", " straight"]	[9930, 531, 2835, 290, 3892]
												FRAME_CROSS__AND_ROUND__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	AND_ROUND	KNOWN_ARBITRARY	THEY_SAID	they said round and button	5	4	1	5	["they", " said", " round", " and", " button"]	[9930, 531, 2835, 290, 4936]
												FRAME_CROSS__AND_ROUND__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_KNOWN	THEY_SAID	they said rabbit and round	5	4	1	5	["they", " said", " rabbit", " and", " round"]	[9930, 531, 22746, 290, 2835]
												FRAME_CROSS__AND_ROUND__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_REPEAT	THEY_SAID	they said rabbit and rabbit	5	4	1	5	["they", " said", " rabbit", " and", " rabbit"]	[9930, 531, 22746, 290, 22746]
												FRAME_CROSS__AND_ROUND__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_DISTINCT	THEY_SAID	they said rabbit and button	5	4	1	5	["they", " said", " rabbit", " and", " button"]	[9930, 531, 22746, 290, 4936]
												FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	AND_ROUND	KNOWN_NO_CONNECTOR	THEY_SAID	they said round round	4	3	1	4	["they", " said", " round", " round"]	[9930, 531, 2835, 2835]
												FRAME_CROSS__AND_ROUND__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	AND_ROUND	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said rabbit rabbit	4	3	1	4	["they", " said", " rabbit", " rabbit"]	[9930, 531, 22746, 22746]
												REPEAT_CONNECTOR__AND_ROUND__AND__BARE__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	BARE	round and round	3	2	1	3	["round", " and", " round"]	[744, 290, 2835]
												REPEAT_CONNECTOR__AND_ROUND__OR__BARE__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	BARE	round or round	3	2	1	3	["round", " or", " round"]	[744, 393, 2835]
												REPEAT_CONNECTOR__AND_ROUND__TO__BARE__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	BARE	round to round	3	2	1	3	["round", " to", " round"]	[744, 284, 2835]
												REPEAT_CONNECTOR__AND_ROUND__BY__BARE__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	BARE	round by round	3	2	1	3	["round", " by", " round"]	[744, 416, 2835]
												REPEAT_CONNECTOR__AND_ROUND__AFTER__BARE__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	BARE	round after round	3	2	1	3	["round", " after", " round"]	[744, 706, 2835]
												REPEAT_CONNECTOR__AND_ROUND__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	V9_SPACE	 round and round	3	2	1	3	[" round", " and", " round"]	[2835, 290, 2835]
												REPEAT_CONNECTOR__AND_ROUND__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	V9_SPACE	 round or round	3	2	1	3	[" round", " or", " round"]	[2835, 393, 2835]
												REPEAT_CONNECTOR__AND_ROUND__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	V9_SPACE	 round to round	3	2	1	3	[" round", " to", " round"]	[2835, 284, 2835]
												REPEAT_CONNECTOR__AND_ROUND__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	V9_SPACE	 round by round	3	2	1	3	[" round", " by", " round"]	[2835, 416, 2835]
												REPEAT_CONNECTOR__AND_ROUND__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	V9_SPACE	 round after round	3	2	1	3	[" round", " after", " round"]	[2835, 706, 2835]
												REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	THE_PHRASE	the phrase round and round	5	4	1	5	["the", " phrase", " round", " and", " round"]	[1169, 9546, 2835, 290, 2835]
												REPEAT_CONNECTOR__AND_ROUND__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	THE_PHRASE	the phrase round or round	5	4	1	5	["the", " phrase", " round", " or", " round"]	[1169, 9546, 2835, 393, 2835]
												REPEAT_CONNECTOR__AND_ROUND__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	THE_PHRASE	the phrase round to round	5	4	1	5	["the", " phrase", " round", " to", " round"]	[1169, 9546, 2835, 284, 2835]
												REPEAT_CONNECTOR__AND_ROUND__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	THE_PHRASE	the phrase round by round	5	4	1	5	["the", " phrase", " round", " by", " round"]	[1169, 9546, 2835, 416, 2835]
												REPEAT_CONNECTOR__AND_ROUND__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	THE_PHRASE	the phrase round after round	5	4	1	5	["the", " phrase", " round", " after", " round"]	[1169, 9546, 2835, 706, 2835]
												REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	THEY_SAID	they said round and round	5	4	1	5	["they", " said", " round", " and", " round"]	[9930, 531, 2835, 290, 2835]
												REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	THEY_SAID	they said round or round	5	4	1	5	["they", " said", " round", " or", " round"]	[9930, 531, 2835, 393, 2835]
												REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	THEY_SAID	they said round to round	5	4	1	5	["they", " said", " round", " to", " round"]	[9930, 531, 2835, 284, 2835]
												REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	THEY_SAID	they said round by round	5	4	1	5	["they", " said", " round", " by", " round"]	[9930, 531, 2835, 416, 2835]
												REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	THEY_SAID	they said round after round	5	4	1	5	["they", " said", " round", " after", " round"]	[9930, 531, 2835, 706, 2835]
												FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	BARE	again and again	3	2	1	3	["again", " and", " again"]	[17776, 290, 757]
												FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	BARE	again and then	3	2	1	3	["again", " and", " then"]	[17776, 290, 788]
												FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	BARE	again and violin	3	2	1	3	["again", " and", " violin"]	[17776, 290, 38283]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	BARE	hammer and again	3	2	1	3	["hammer", " and", " again"]	[17980, 290, 757]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	BARE	hammer and hammer	3	2	1	3	["hammer", " and", " hammer"]	[17980, 290, 15554]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_DISTINCT	BARE	hammer and violin	3	2	1	3	["hammer", " and", " violin"]	[17980, 290, 38283]
												FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_NO_CONNECTOR	BARE	again again	2	1	1	2	["again", " again"]	[17776, 757]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_NO_CONNECTOR	BARE	hammer hammer	2	1	1	2	["hammer", " hammer"]	[17980, 15554]
												FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	V9_SPACE	 again and again	3	2	1	3	[" again", " and", " again"]	[757, 290, 757]
												FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	V9_SPACE	 again and then	3	2	1	3	[" again", " and", " then"]	[757, 290, 788]
												FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	V9_SPACE	 again and violin	3	2	1	3	[" again", " and", " violin"]	[757, 290, 38283]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	V9_SPACE	 hammer and again	3	2	1	3	[" hammer", " and", " again"]	[15554, 290, 757]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	V9_SPACE	 hammer and hammer	3	2	1	3	[" hammer", " and", " hammer"]	[15554, 290, 15554]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_DISTINCT	V9_SPACE	 hammer and violin	3	2	1	3	[" hammer", " and", " violin"]	[15554, 290, 38283]
												FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_NO_CONNECTOR	V9_SPACE	 again again	2	1	1	2	[" again", " again"]	[757, 757]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_NO_CONNECTOR	V9_SPACE	 hammer hammer	2	1	1	2	[" hammer", " hammer"]	[15554, 15554]
												FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	THE_PHRASE	the phrase again and again	5	4	1	5	["the", " phrase", " again", " and", " again"]	[1169, 9546, 757, 290, 757]
												FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	THE_PHRASE	the phrase again and then	5	4	1	5	["the", " phrase", " again", " and", " then"]	[1169, 9546, 757, 290, 788]
												FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	THE_PHRASE	the phrase again and violin	5	4	1	5	["the", " phrase", " again", " and", " violin"]	[1169, 9546, 757, 290, 38283]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	THE_PHRASE	the phrase hammer and again	5	4	1	5	["the", " phrase", " hammer", " and", " again"]	[1169, 9546, 15554, 290, 757]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	THE_PHRASE	the phrase hammer and hammer	5	4	1	5	["the", " phrase", " hammer", " and", " hammer"]	[1169, 9546, 15554, 290, 15554]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_DISTINCT	THE_PHRASE	the phrase hammer and violin	5	4	1	5	["the", " phrase", " hammer", " and", " violin"]	[1169, 9546, 15554, 290, 38283]
												FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase again again	4	3	1	4	["the", " phrase", " again", " again"]	[1169, 9546, 757, 757]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase hammer hammer	4	3	1	4	["the", " phrase", " hammer", " hammer"]	[1169, 9546, 15554, 15554]
												FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	THEY_SAID	they said again and again	5	4	1	5	["they", " said", " again", " and", " again"]	[9930, 531, 757, 290, 757]
												FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	THEY_SAID	they said again and then	5	4	1	5	["they", " said", " again", " and", " then"]	[9930, 531, 757, 290, 788]
												FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	THEY_SAID	they said again and violin	5	4	1	5	["they", " said", " again", " and", " violin"]	[9930, 531, 757, 290, 38283]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	THEY_SAID	they said hammer and again	5	4	1	5	["they", " said", " hammer", " and", " again"]	[9930, 531, 15554, 290, 757]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	THEY_SAID	they said hammer and hammer	5	4	1	5	["they", " said", " hammer", " and", " hammer"]	[9930, 531, 15554, 290, 15554]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_DISTINCT	THEY_SAID	they said hammer and violin	5	4	1	5	["they", " said", " hammer", " and", " violin"]	[9930, 531, 15554, 290, 38283]
												FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_NO_CONNECTOR	THEY_SAID	they said again again	4	3	1	4	["they", " said", " again", " again"]	[9930, 531, 757, 757]
												FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said hammer hammer	4	3	1	4	["they", " said", " hammer", " hammer"]	[9930, 531, 15554, 15554]
												REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE	REPEAT_CONNECTOR	AND_AGAIN	AND	BARE	again and again	3	2	1	3	["again", " and", " again"]	[17776, 290, 757]
												REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE	REPEAT_CONNECTOR	AND_AGAIN	OR	BARE	again or again	3	2	1	3	["again", " or", " again"]	[17776, 393, 757]
												REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE	REPEAT_CONNECTOR	AND_AGAIN	TO	BARE	again to again	3	2	1	3	["again", " to", " again"]	[17776, 284, 757]
												REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE	REPEAT_CONNECTOR	AND_AGAIN	BY	BARE	again by again	3	2	1	3	["again", " by", " again"]	[17776, 416, 757]
												REPEAT_CONNECTOR__AND_AGAIN__AFTER__BARE__NONE	REPEAT_CONNECTOR	AND_AGAIN	AFTER	BARE	again after again	3	2	1	3	["again", " after", " again"]	[17776, 706, 757]
												REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_AGAIN	AND	V9_SPACE	 again and again	3	2	1	3	[" again", " and", " again"]	[757, 290, 757]
												REPEAT_CONNECTOR__AND_AGAIN__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_AGAIN	OR	V9_SPACE	 again or again	3	2	1	3	[" again", " or", " again"]	[757, 393, 757]
												REPEAT_CONNECTOR__AND_AGAIN__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_AGAIN	TO	V9_SPACE	 again to again	3	2	1	3	[" again", " to", " again"]	[757, 284, 757]
												REPEAT_CONNECTOR__AND_AGAIN__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_AGAIN	BY	V9_SPACE	 again by again	3	2	1	3	[" again", " by", " again"]	[757, 416, 757]
												REPEAT_CONNECTOR__AND_AGAIN__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_AGAIN	AFTER	V9_SPACE	 again after again	3	2	1	3	[" again", " after", " again"]	[757, 706, 757]
												REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_AGAIN	AND	THE_PHRASE	the phrase again and again	5	4	1	5	["the", " phrase", " again", " and", " again"]	[1169, 9546, 757, 290, 757]
												REPEAT_CONNECTOR__AND_AGAIN__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_AGAIN	OR	THE_PHRASE	the phrase again or again	5	4	1	5	["the", " phrase", " again", " or", " again"]	[1169, 9546, 757, 393, 757]
												REPEAT_CONNECTOR__AND_AGAIN__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_AGAIN	TO	THE_PHRASE	the phrase again to again	5	4	1	5	["the", " phrase", " again", " to", " again"]	[1169, 9546, 757, 284, 757]
												REPEAT_CONNECTOR__AND_AGAIN__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_AGAIN	BY	THE_PHRASE	the phrase again by again	5	4	1	5	["the", " phrase", " again", " by", " again"]	[1169, 9546, 757, 416, 757]
												REPEAT_CONNECTOR__AND_AGAIN__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_AGAIN	AFTER	THE_PHRASE	the phrase again after again	5	4	1	5	["the", " phrase", " again", " after", " again"]	[1169, 9546, 757, 706, 757]
												REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_AGAIN	AND	THEY_SAID	they said again and again	5	4	1	5	["they", " said", " again", " and", " again"]	[9930, 531, 757, 290, 757]
												REPEAT_CONNECTOR__AND_AGAIN__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_AGAIN	OR	THEY_SAID	they said again or again	5	4	1	5	["they", " said", " again", " or", " again"]	[9930, 531, 757, 393, 757]
												REPEAT_CONNECTOR__AND_AGAIN__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_AGAIN	TO	THEY_SAID	they said again to again	5	4	1	5	["they", " said", " again", " to", " again"]	[9930, 531, 757, 284, 757]
												REPEAT_CONNECTOR__AND_AGAIN__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_AGAIN	BY	THEY_SAID	they said again by again	5	4	1	5	["they", " said", " again", " by", " again"]	[9930, 531, 757, 416, 757]
												REPEAT_CONNECTOR__AND_AGAIN__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_AGAIN	AFTER	THEY_SAID	they said again after again	5	4	1	5	["they", " said", " again", " after", " again"]	[9930, 531, 757, 706, 757]
												FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AND_TIME	KNOWN_REPEAT	BARE	time and time	3	2	1	3	["time", " and", " time"]	[2435, 290, 640]
												FRAME_CROSS__AND_TIME__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AND_TIME	KNOWN_RELATED	BARE	time and space	3	2	1	3	["time", " and", " space"]	[2435, 290, 2272]
												FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AND_TIME	KNOWN_ARBITRARY	BARE	time and planet	3	2	1	3	["time", " and", " planet"]	[2435, 290, 5440]
												FRAME_CROSS__AND_TIME__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_KNOWN	BARE	mustard and time	4	3	1	4	["must", "ard", " and", " time"]	[27238, 446, 290, 640]
												FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_REPEAT	BARE	mustard and mustard	4	3	1	4	["must", "ard", " and", " mustard"]	[27238, 446, 290, 33694]
												FRAME_CROSS__AND_TIME__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_DISTINCT	BARE	mustard and planet	4	3	1	4	["must", "ard", " and", " planet"]	[27238, 446, 290, 5440]
												FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_TIME	KNOWN_NO_CONNECTOR	BARE	time time	2	1	1	2	["time", " time"]	[2435, 640]
