# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	522
case_id	branch	seed_id	variant	carrier_id	carrier	leading_prefix	first	connector	second	construction	continuation_id	continuation	string	n_tok	tokens	token_ids	pre_second_body_tokens	second_realised_tokens	completion_pos	completion_token	raw_pre_second_541	raw_completion_541	raw_completion_increment	raw_completion_best_other	raw_completion_best_other_value	raw_completion_margin	peak_541	peakpos_541	peak_token_541	best_other	best_other_peak	signed_541_margin	dest	retained_541	winner_peak	reported_delta	target_peaks_at_completion	baseline_variant	notes	lexical_pair_id
PAIR_PANEL__PAIR_02__ARBITRARY__BARE__NONE	PAIR_PANEL	PAIR_02	ARBITRARY	BARE			bread	and	gravel	bread and gravel	NONE		bread and gravel	3	["bread", " and", " gravel"]	[29573, 290, 34375]	2	1	3	 gravel	-0.013846	1.578629	1.592475	2659	2.530119	-0.95149	1.578629	3	 gravel	1888	3.514501	-1.935872	1888	0	3.514501	0.652052	1	CONVENTIONAL	predeclared non-conventional pair	BREAD_GRAVEL
PAIR_PANEL__PAIR_02__ARBITRARY__V9_SPACE__NONE	PAIR_PANEL	PAIR_02	ARBITRARY	V9_SPACE		 	bread	and	gravel	bread and gravel	NONE		 bread and gravel	3	[" bread", " and", " gravel"]	[8509, 290, 34375]	2	1	3	 gravel	-0.00838	1.271486	1.279866	638	2.377012	-1.105526	1.271486	3	 gravel	1888	3.532317	-2.260831	1888	0	3.532317	0.977041	1	CONVENTIONAL	predeclared non-conventional pair	BREAD_GRAVEL
PAIR_PANEL__PAIR_02__ARBITRARY__THE_PHRASE__NONE	PAIR_PANEL	PAIR_02	ARBITRARY	THE_PHRASE	the phrase 		bread	and	gravel	bread and gravel	NONE		the phrase bread and gravel	5	["the", " phrase", " bread", " and", " gravel"]	[1169, 9546, 8509, 290, 34375]	4	1	5	 gravel	-0.008706	0.928807	0.937512	638	2.181752	-1.252946	0.928807	5	 gravel	2073	3.233145	-2.304338	2073	0	3.233145	0.48939	1	CONVENTIONAL	predeclared non-conventional pair	BREAD_GRAVEL
PAIR_PANEL__PAIR_02__ARBITRARY__THEY_SAID__NONE	PAIR_PANEL	PAIR_02	ARBITRARY	THEY_SAID	they said 		bread	and	gravel	bread and gravel	NONE		they said bread and gravel	5	["they", " said", " bread", " and", " gravel"]	[9930, 531, 8509, 290, 34375]	4	1	5	 gravel	-0.007143	0.826523	0.833666	638	2.234594	-1.408071	0.826523	5	 gravel	1888	2.525234	-1.698711	1888	0	2.525234	0.164365	1	CONVENTIONAL	predeclared non-conventional pair	BREAD_GRAVEL
PAIR_PANEL__PAIR_03__CONVENTIONAL__BARE__NONE	PAIR_PANEL	PAIR_03	CONVENTIONAL	BARE			back	and	forth	back and forth	NONE		back and forth	3	["back", " and", " forth"]	[1891, 290, 6071]	2	1	3	 forth	-0.03859	2.668646	2.707236	1978	2.633176	0.03547	2.668646	3	 forth	1978	2.633176	0.03547	541	1	2.668646	0.03547	1	CONVENTIONAL	held out from v9 certificate sample	BACK_FORTH
PAIR_PANEL__PAIR_03__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL	PAIR_03	CONVENTIONAL	V9_SPACE		 	back	and	forth	back and forth	NONE		 back and forth	3	[" back", " and", " forth"]	[736, 290, 6071]	2	1	3	 forth	-0.030558	2.528244	2.558801	1978	2.879902	-0.351659	2.528244	3	 forth	1888	3.252965	-0.724722	1888	0	3.252965	0.159328	1	CONVENTIONAL	held out from v9 certificate sample	BACK_FORTH
PAIR_PANEL__PAIR_03__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL	PAIR_03	CONVENTIONAL	THE_PHRASE	the phrase 		back	and	forth	back and forth	NONE		the phrase back and forth	5	["the", " phrase", " back", " and", " forth"]	[1169, 9546, 736, 290, 6071]	4	1	5	 forth	-0.014059	2.59188	2.605939	2659	2.631092	-0.039212	2.59188	5	 forth	2073	3.233145	-0.641265	2073	0	3.233145	0.48939	1	CONVENTIONAL	held out from v9 certificate sample	BACK_FORTH
PAIR_PANEL__PAIR_03__CONVENTIONAL__THEY_SAID__NONE	PAIR_PANEL	PAIR_03	CONVENTIONAL	THEY_SAID	they said 		back	and	forth	back and forth	NONE		they said back and forth	5	["they", " said", " back", " and", " forth"]	[9930, 531, 736, 290, 6071]	4	1	5	 forth	-0.014219	1.91401	1.928229	1978	2.976863	-1.062853	1.91401	5	 forth	1978	2.976863	-1.062853	1978	0	2.976863	0.372119	1	CONVENTIONAL	held out from v9 certificate sample	BACK_FORTH
PAIR_PANEL__PAIR_03__ARBITRARY__BARE__NONE	PAIR_PANEL	PAIR_03	ARBITRARY	BARE			lanterns	and	arithmetic	lanterns and arithmetic	NONE		lanterns and arithmetic	5	["lan", "tern", "s", " and", " arithmetic"]	[9620, 759, 82, 290, 34768]	4	1	5	 arithmetic	-0.004287	-0.129858	-0.125571	1888	2.357085	-2.486943	-0.000102	0	<BOS>	1888	2.848055	-2.848157	1888	0	2.848055	0.253164	0	CONVENTIONAL	predeclared non-conventional pair	LANTERNS_ARITHMETIC
PAIR_PANEL__PAIR_03__ARBITRARY__V9_SPACE__NONE	PAIR_PANEL	PAIR_03	ARBITRARY	V9_SPACE		 	lanterns	and	arithmetic	lanterns and arithmetic	NONE		 lanterns and arithmetic	4	[" lantern", "s", " and", " arithmetic"]	[41207, 82, 290, 34768]	3	1	4	 arithmetic	-0.010567	-0.161106	-0.150539	1888	2.503583	-2.664689	-0.000102	0	<BOS>	1888	3.139266	-3.139367	1888	0	3.139266	0.734141	0	CONVENTIONAL	predeclared non-conventional pair	LANTERNS_ARITHMETIC
PAIR_PANEL__PAIR_03__ARBITRARY__THE_PHRASE__NONE	PAIR_PANEL	PAIR_03	ARBITRARY	THE_PHRASE	the phrase 		lanterns	and	arithmetic	lanterns and arithmetic	NONE		the phrase lanterns and arithmetic	6	["the", " phrase", " lantern", "s", " and", " arithmetic"]	[1169, 9546, 41207, 82, 290, 34768]	5	1	6	 arithmetic	-0.006326	-0.165519	-0.159193	1790	2.246215	-2.411734	-0.000102	0	<BOS>	2073	3.233145	-3.233247	2073	0	3.233145	0.48939	0	CONVENTIONAL	predeclared non-conventional pair	LANTERNS_ARITHMETIC
PAIR_PANEL__PAIR_03__ARBITRARY__THEY_SAID__NONE	PAIR_PANEL	PAIR_03	ARBITRARY	THEY_SAID	they said 		lanterns	and	arithmetic	lanterns and arithmetic	NONE		they said lanterns and arithmetic	6	["they", " said", " lantern", "s", " and", " arithmetic"]	[9930, 531, 41207, 82, 290, 34768]	5	1	6	 arithmetic	-0.002876	-0.166717	-0.163842	1888	2.236636	-2.403353	-0.000102	0	<BOS>	2256	2.360869	-2.360971	2256	0	2.360869	0.053377	0	CONVENTIONAL	predeclared non-conventional pair	LANTERNS_ARITHMETIC
PAIR_PANEL__PAIR_04__CONVENTIONAL__BARE__NONE	PAIR_PANEL	PAIR_04	CONVENTIONAL	BARE			black	and	white	black and white	NONE		black and white	3	["black", " and", " white"]	[13424, 290, 2330]	2	1	3	 white	-0.035572	3.595868	3.631439	2292	3.002083	0.593785	3.595868	3	 white	2292	3.002083	0.593785	541	1	3.595868	0.593785	1	CONVENTIONAL	held out from v9 certificate sample	BLACK_WHITE
PAIR_PANEL__PAIR_04__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL	PAIR_04	CONVENTIONAL	V9_SPACE		 	black	and	white	black and white	NONE		 black and white	3	[" black", " and", " white"]	[2042, 290, 2330]	2	1	3	 white	-0.023658	3.522258	3.545915	2292	2.820397	0.70186	3.522258	3	 white	1888	3.375684	0.146574	541	1	3.522258	0.146574	1	CONVENTIONAL	held out from v9 certificate sample	BLACK_WHITE
PAIR_PANEL__PAIR_04__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL	PAIR_04	CONVENTIONAL	THE_PHRASE	the phrase 		black	and	white	black and white	NONE		the phrase black and white	5	["the", " phrase", " black", " and", " white"]	[1169, 9546, 2042, 290, 2330]	4	1	5	 white	-0.02383	2.965664	2.989494	2292	2.863163	0.102502	2.965664	5	 white	2073	3.233145	-0.267481	2073	0	3.233145	0.267481	1	CONVENTIONAL	held out from v9 certificate sample	BLACK_WHITE
PAIR_PANEL__PAIR_04__CONVENTIONAL__THEY_SAID__NONE	PAIR_PANEL	PAIR_04	CONVENTIONAL	THEY_SAID	they said 		black	and	white	black and white	NONE		they said black and white	5	["they", " said", " black", " and", " white"]	[9930, 531, 2042, 290, 2330]	4	1	5	 white	-0.011781	3.136389	3.148171	2292	2.542917	0.593472	3.136389	5	 white	2292	2.542917	0.593472	541	1	3.136389	0.593472	1	CONVENTIONAL	held out from v9 certificate sample	BLACK_WHITE
PAIR_PANEL__PAIR_04__ARBITRARY__BARE__NONE	PAIR_PANEL	PAIR_04	ARBITRARY	BARE			velvet	or	engines	velvet or engines	NONE		velvet or engines	4	["vel", "vet", " or", " engines"]	[626, 16809, 393, 11874]	3	1	4	 engines	-0.005122	0.022318	0.02744	1888	2.329614	-2.307296	0.022318	4	 engines	1790	2.48364	-2.461322	1790	0	2.48364	0.011395	1	CONVENTIONAL	predeclared non-conventional pair	VELVET_ENGINES
PAIR_PANEL__PAIR_04__ARBITRARY__V9_SPACE__NONE	PAIR_PANEL	PAIR_04	ARBITRARY	V9_SPACE		 	velvet	or	engines	velvet or engines	NONE		 velvet or engines	3	[" velvet", " or", " engines"]	[47750, 393, 11874]	2	1	3	 engines	-0.003795	-0.164145	-0.16035	1888	2.395846	-2.559991	-0.000102	0	<BOS>	1888	3.314484	-3.314586	1888	0	3.314484	0.387908	0	CONVENTIONAL	predeclared non-conventional pair	VELVET_ENGINES
PAIR_PANEL__PAIR_04__ARBITRARY__THE_PHRASE__NONE	PAIR_PANEL	PAIR_04	ARBITRARY	THE_PHRASE	the phrase 		velvet	or	engines	velvet or engines	NONE		the phrase velvet or engines	5	["the", " phrase", " velvet", " or", " engines"]	[1169, 9546, 47750, 393, 11874]	4	1	5	 engines	-0.000386	-0.166801	-0.166414	1790	2.032245	-2.199046	-0.000102	0	<BOS>	2073	3.233145	-3.233247	2073	0	3.233145	0.48939	0	CONVENTIONAL	predeclared non-conventional pair	VELVET_ENGINES
PAIR_PANEL__PAIR_04__ARBITRARY__THEY_SAID__NONE	PAIR_PANEL	PAIR_04	ARBITRARY	THEY_SAID	they said 		velvet	or	engines	velvet or engines	NONE		they said velvet or engines	5	["they", " said", " velvet", " or", " engines"]	[9930, 531, 47750, 393, 11874]	4	1	5	 engines	-0.000289	-0.147671	-0.147381	1790	1.881925	-2.029595	-0.000102	0	<BOS>	2256	2.360869	-2.360971	2256	0	2.360869	0.032801	0	CONVENTIONAL	predeclared non-conventional pair	VELVET_ENGINES
PAIR_PANEL__PAIR_05__CONVENTIONAL__BARE__NONE	PAIR_PANEL	PAIR_05	CONVENTIONAL	BARE			pros	and	cons	pros and cons	NONE		pros and cons	4	["pro", "s", " and", " cons"]	[1676, 82, 290, 762]	3	1	4	 cons	-0.014379	3.826017	3.840396	2659	5.107552	-1.281534	3.826017	4	 cons	2659	5.107552	-1.281534	2659	0	5.107552	1.281534	1	CONVENTIONAL	held out from v9 certificate sample	PROS_CONS
PAIR_PANEL__PAIR_05__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL	PAIR_05	CONVENTIONAL	V9_SPACE		 	pros	and	cons	pros and cons	NONE		 pros and cons	3	[" pros", " and", " cons"]	[10360, 290, 762]	2	1	3	 cons	-0.015365	3.001936	3.017301	2659	3.043203	-0.041267	3.001936	3	 cons	1888	3.296428	-0.294492	1888	0	3.296428	0.253225	1	CONVENTIONAL	held out from v9 certificate sample	PROS_CONS
PAIR_PANEL__PAIR_05__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL	PAIR_05	CONVENTIONAL	THE_PHRASE	the phrase 		pros	and	cons	pros and cons	NONE		the phrase pros and cons	5	["the", " phrase", " pros", " and", " cons"]	[1169, 9546, 10360, 290, 762]	4	1	5	 cons	-0.03261	3.438562	3.471171	2659	3.74051	-0.301949	3.438562	5	 cons	2659	3.74051	-0.301949	2659	0	3.74051	0.301949	1	CONVENTIONAL	held out from v9 certificate sample	PROS_CONS
PAIR_PANEL__PAIR_05__CONVENTIONAL__THEY_SAID__NONE	PAIR_PANEL	PAIR_05	CONVENTIONAL	THEY_SAID	they said 		pros	and	cons	pros and cons	NONE		they said pros and cons	5	["they", " said", " pros", " and", " cons"]	[9930, 531, 10360, 290, 762]	4	1	5	 cons	-0.017259	3.186517	3.203777	2659	3.879323	-0.692806	3.186517	5	 cons	2659	3.879323	-0.692806	2659	0	3.879323	0.692806	1	CONVENTIONAL	held out from v9 certificate sample	PROS_CONS
PAIR_PANEL__PAIR_05__ARBITRARY__BARE__NONE	PAIR_PANEL	PAIR_05	ARBITRARY	BARE			clouds	and	teaspoons	clouds and teaspoons	NONE		clouds and teaspoons	4	["cloud", "s", " and", " teaspoons"]	[17721, 82, 290, 47234]	3	1	4	 teaspoons	-0.01498	0.615527	0.630507	1888	2.824718	-2.209191	0.615527	4	 teaspoons	1888	2.883545	-2.268017	1888	0	2.883545	0.415344	1	CONVENTIONAL	predeclared non-conventional pair	CLOUDS_TEASPOONS
PAIR_PANEL__PAIR_05__ARBITRARY__V9_SPACE__NONE	PAIR_PANEL	PAIR_05	ARBITRARY	V9_SPACE		 	clouds	and	teaspoons	clouds and teaspoons	NONE		 clouds and teaspoons	3	[" clouds", " and", " teaspoons"]	[15114, 290, 47234]	2	1	3	 teaspoons	-0.014219	0.275692	0.289911	1888	2.588255	-2.312563	0.275692	3	 teaspoons	1888	3.212676	-2.936984	1888	0	3.212676	0.348271	1	CONVENTIONAL	predeclared non-conventional pair	CLOUDS_TEASPOONS
PAIR_PANEL__PAIR_05__ARBITRARY__THE_PHRASE__NONE	PAIR_PANEL	PAIR_05	ARBITRARY	THE_PHRASE	the phrase 		clouds	and	teaspoons	clouds and teaspoons	NONE		the phrase clouds and teaspoons	5	["the", " phrase", " clouds", " and", " teaspoons"]	[1169, 9546, 15114, 290, 47234]	4	1	5	 teaspoons	-0.015618	0.831015	0.846633	1888	2.370786	-1.539771	0.831015	5	 teaspoons	2073	3.233145	-2.40213	2073	0	3.233145	0.48939	1	CONVENTIONAL	predeclared non-conventional pair	CLOUDS_TEASPOONS
PAIR_PANEL__PAIR_05__ARBITRARY__THEY_SAID__NONE	PAIR_PANEL	PAIR_05	ARBITRARY	THEY_SAID	they said 		clouds	and	teaspoons	clouds and teaspoons	NONE		they said clouds and teaspoons	5	["they", " said", " clouds", " and", " teaspoons"]	[9930, 531, 15114, 290, 47234]	4	1	5	 teaspoons	-0.003363	0.366307	0.36967	1888	2.359592	-1.993286	0.366307	5	 teaspoons	2256	2.360869	-1.994563	2256	0	2.360869	0.001277	1	CONVENTIONAL	predeclared non-conventional pair	CLOUDS_TEASPOONS
PAIR_PANEL__PAIR_06__CONVENTIONAL__BARE__NONE	PAIR_PANEL	PAIR_06	CONVENTIONAL	BARE			sooner	or	later	sooner or later	NONE		sooner or later	4	["so", "oner", " or", " later"]	[568, 14491, 393, 1568]	3	1	4	 later	-0.000508	2.586436	2.586944	1842	1.90978	0.676656	2.586436	4	 later	1888	2.515952	0.070484	541	1	2.586436	0.070484	1	CONVENTIONAL	held out from v9 certificate sample	SOONER_LATER
PAIR_PANEL__PAIR_06__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL	PAIR_06	CONVENTIONAL	V9_SPACE		 	sooner	or	later	sooner or later	NONE		 sooner or later	3	[" sooner", " or", " later"]	[14556, 393, 1568]	2	1	3	 later	-0.002479	3.041425	3.043905	2286	2.302056	0.73937	3.041425	3	 later	1888	3.330359	-0.288934	1888	0	3.330359	0.288934	1	CONVENTIONAL	held out from v9 certificate sample	SOONER_LATER
PAIR_PANEL__PAIR_06__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL	PAIR_06	CONVENTIONAL	THE_PHRASE	the phrase 		sooner	or	later	sooner or later	NONE		the phrase sooner or later	5	["the", " phrase", " sooner", " or", " later"]	[1169, 9546, 14556, 393, 1568]	4	1	5	 later	-0.004363	3.168909	3.173272	2286	2.312504	0.856404	3.168909	5	 later	2073	3.233145	-0.064236	2073	0	3.233145	0.064236	1	CONVENTIONAL	held out from v9 certificate sample	SOONER_LATER
PAIR_PANEL__PAIR_06__CONVENTIONAL__THEY_SAID__NONE	PAIR_PANEL	PAIR_06	CONVENTIONAL	THEY_SAID	they said 		sooner	or	later	sooner or later	NONE		they said sooner or later	5	["they", " said", " sooner", " or", " later"]	[9930, 531, 14556, 393, 1568]	4	1	5	 later	-0.00138	2.694657	2.696037	1842	1.936904	0.757753	2.694657	5	 later	2829	3.103744	-0.409087	2829	0	3.103744	0.409087	1	CONVENTIONAL	held out from v9 certificate sample	SOONER_LATER
PAIR_PANEL__PAIR_06__ARBITRARY__BARE__NONE	PAIR_PANEL	PAIR_06	ARBITRARY	BARE			north	or	velvet	north or velvet	NONE		north or velvet	3	["north", " or", " velvet"]	[43588, 393, 47750]	2	1	3	 velvet	-0.001343	0.172725	0.174067	1888	2.753931	-2.581206	0.172725	3	 velvet	1888	2.753931	-2.581206	1888	0	2.753931	0.273793	1	CONVENTIONAL	predeclared non-conventional pair	NORTH_VELVET
PAIR_PANEL__PAIR_06__ARBITRARY__V9_SPACE__NONE	PAIR_PANEL	PAIR_06	ARBITRARY	V9_SPACE		 	north	or	velvet	north or velvet	NONE		 north or velvet	3	[" north", " or", " velvet"]	[5093, 393, 47750]	2	1	3	 velvet	-0.00014	-0.019842	-0.019701	1888	2.729586	-2.749427	-0.000102	0	<BOS>	1888	3.081001	-3.081102	1888	0	3.081001	0.458151	0	CONVENTIONAL	predeclared non-conventional pair	NORTH_VELVET
PAIR_PANEL__PAIR_06__ARBITRARY__THE_PHRASE__NONE	PAIR_PANEL	PAIR_06	ARBITRARY	THE_PHRASE	the phrase 		north	or	velvet	north or velvet	NONE		the phrase north or velvet	5	["the", " phrase", " north", " or", " velvet"]	[1169, 9546, 5093, 393, 47750]	4	1	5	 velvet	-0.000167	0.126205	0.126372	1888	2.569089	-2.442884	0.126205	5	 velvet	2073	3.233145	-3.10694	2073	0	3.233145	0.48939	1	CONVENTIONAL	predeclared non-conventional pair	NORTH_VELVET
PAIR_PANEL__PAIR_06__ARBITRARY__THEY_SAID__NONE	PAIR_PANEL	PAIR_06	ARBITRARY	THEY_SAID	they said 		north	or	velvet	north or velvet	NONE		they said north or velvet	5	["they", " said", " north", " or", " velvet"]	[9930, 531, 5093, 393, 47750]	4	1	5	 velvet	-3.8e-05	-0.070412	-0.070373	1888	2.617596	-2.688008	-3.8e-05	4	 or	1888	2.617596	-2.617635	1888	0	2.617596	0.256727	0	CONVENTIONAL	predeclared non-conventional pair	NORTH_VELVET
PAIR_PANEL__PAIR_07__CONVENTIONAL__BARE__NONE	PAIR_PANEL	PAIR_07	CONVENTIONAL	BARE			give	and	take	give and take	NONE		give and take	3	["give", " and", " take"]	[26535, 290, 1011]	2	1	3	 take	-0.104577	4.120847	4.225424	2659	4.459002	-0.338155	4.120847	3	 take	2659	4.459002	-0.338155	2659	0	4.459002	0.338155	1	CONVENTIONAL	held out from v9 certificate sample	GIVE_TAKE
PAIR_PANEL__PAIR_07__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL	PAIR_07	CONVENTIONAL	V9_SPACE		 	give	and	take	give and take	NONE		 give and take	3	[" give", " and", " take"]	[1577, 290, 1011]	2	1	3	 take	-0.030546	3.130987	3.161534	2659	4.156624	-1.025636	3.130987	3	 take	2659	4.156624	-1.025636	2659	0	4.156624	1.025636	1	CONVENTIONAL	held out from v9 certificate sample	GIVE_TAKE
PAIR_PANEL__PAIR_07__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL	PAIR_07	CONVENTIONAL	THE_PHRASE	the phrase 		give	and	take	give and take	NONE		the phrase give and take	5	["the", " phrase", " give", " and", " take"]	[1169, 9546, 1577, 290, 1011]	4	1	5	 take	-0.039431	3.351182	3.390614	2659	4.386491	-1.035308	3.351182	5	 take	2659	4.386491	-1.035308	2659	0	4.386491	1.035308	1	CONVENTIONAL	held out from v9 certificate sample	GIVE_TAKE
PAIR_PANEL__PAIR_07__CONVENTIONAL__THEY_SAID__NONE	PAIR_PANEL	PAIR_07	CONVENTIONAL	THEY_SAID	they said 		give	and	take	give and take	NONE		they said give and take	5	["they", " said", " give", " and", " take"]	[9930, 531, 1577, 290, 1011]	4	1	5	 take	-0.060148	3.766872	3.827021	2659	4.569515	-0.802643	3.766872	5	 take	2659	4.569515	-0.802643	2659	0	4.569515	0.802643	1	CONVENTIONAL	held out from v9 certificate sample	GIVE_TAKE
PAIR_PANEL__PAIR_07__ARBITRARY__BARE__NONE	PAIR_PANEL	PAIR_07	ARBITRARY	BARE			marble	and	rabbits	marble and rabbits	NONE		marble and rabbits	4	["mar", "ble", " and", " rabbits"]	[3876, 903, 290, 33043]	3	1	4	 rabbits	-0.03037	0.574812	0.605182	638	2.314834	-1.740023	0.574812	4	 rabbits	1790	2.918435	-2.343624	1790	0	2.918435	0.093218	1	CONVENTIONAL	predeclared non-conventional pair	MARBLE_RABBITS
PAIR_PANEL__PAIR_07__ARBITRARY__V9_SPACE__NONE	PAIR_PANEL	PAIR_07	ARBITRARY	V9_SPACE		 	marble	and	rabbits	marble and rabbits	NONE		 marble and rabbits	3	[" marble", " and", " rabbits"]	[30623, 290, 33043]	2	1	3	 rabbits	-0.021625	0.111052	0.132678	638	2.271272	-2.160219	0.111052	3	 rabbits	1888	3.655283	-3.54423	1888	0	3.655283	1.16016	1	CONVENTIONAL	predeclared non-conventional pair	MARBLE_RABBITS
PAIR_PANEL__PAIR_07__ARBITRARY__THE_PHRASE__NONE	PAIR_PANEL	PAIR_07	ARBITRARY	THE_PHRASE	the phrase 		marble	and	rabbits	marble and rabbits	NONE		the phrase marble and rabbits	5	["the", " phrase", " marble", " and", " rabbits"]	[1169, 9546, 30623, 290, 33043]	4	1	5	 rabbits	-0.005097	-0.005453	-0.000357	638	2.211524	-2.216977	-0.000102	0	<BOS>	2073	3.233145	-3.233247	2073	0	3.233145	0.48939	0	CONVENTIONAL	predeclared non-conventional pair	MARBLE_RABBITS
PAIR_PANEL__PAIR_07__ARBITRARY__THEY_SAID__NONE	PAIR_PANEL	PAIR_07	ARBITRARY	THEY_SAID	they said 		marble	and	rabbits	marble and rabbits	NONE		they said marble and rabbits	5	["they", " said", " marble", " and", " rabbits"]	[9930, 531, 30623, 290, 33043]	4	1	5	 rabbits	-0.006997	0.280161	0.287158	638	2.353124	-2.072963	0.280161	5	 rabbits	1888	2.584469	-2.304308	1888	0	2.584469	0.2236	1	CONVENTIONAL	predeclared non-conventional pair	MARBLE_RABBITS
PAIR_PANEL__PAIR_08__CONVENTIONAL__BARE__NONE	PAIR_PANEL	PAIR_08	CONVENTIONAL	BARE			life	and	death	life and death	NONE		life and death	3	["life", " and", " death"]	[6042, 290, 1918]	2	1	3	 death	-0.022194	3.970671	3.992865	2659	3.777097	0.193574	3.970671	3	 death	2659	3.777097	0.193574	541	1	3.970671	0.193574	1	CONVENTIONAL	held out from v9 certificate sample	LIFE_DEATH
PAIR_PANEL__PAIR_08__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL	PAIR_08	CONVENTIONAL	V9_SPACE		 	life	and	death	life and death	NONE		 life and death	3	[" life", " and", " death"]	[1204, 290, 1918]	2	1	3	 death	-0.010927	3.618452	3.629379	2659	3.388141	0.230311	3.618452	3	 death	2659	3.388141	0.230311	541	1	3.618452	0.230311	1	CONVENTIONAL	held out from v9 certificate sample	LIFE_DEATH
PAIR_PANEL__PAIR_08__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL	PAIR_08	CONVENTIONAL	THE_PHRASE	the phrase 		life	and	death	life and death	NONE		the phrase life and death	5	["the", " phrase", " life", " and", " death"]	[1169, 9546, 1204, 290, 1918]	4	1	5	 death	-0.012118	3.056282	3.0684	2659	2.962059	0.094223	3.056282	5	 death	2073	3.233145	-0.176863	2073	0	3.233145	0.176863	1	CONVENTIONAL	held out from v9 certificate sample	LIFE_DEATH
PAIR_PANEL__PAIR_08__CONVENTIONAL__THEY_SAID__NONE	PAIR_PANEL	PAIR_08	CONVENTIONAL	THEY_SAID	they said 		life	and	death	life and death	NONE		they said life and death	5	["they", " said", " life", " and", " death"]	[9930, 531, 1204, 290, 1918]	4	1	5	 death	-0.009915	2.948216	2.958132	2659	2.748594	0.199622	2.948216	5	 death	2659	2.748594	0.199622	541	1	2.948216	0.199622	1	CONVENTIONAL	held out from v9 certificate sample	LIFE_DEATH
PAIR_PANEL__PAIR_08__ARBITRARY__BARE__NONE	PAIR_PANEL	PAIR_08	ARBITRARY	BARE			button	and	ocean	button and ocean	NONE		button and ocean	3	["button", " and", " ocean"]	[16539, 290, 9151]	2	1	3	 ocean	-0.017816	0.531554	0.549369	1888	2.566413	-2.034859	0.531554	3	 ocean	1888	2.677955	-2.146402	1888	0	2.677955	0.317086	1	CONVENTIONAL	predeclared non-conventional pair	BUTTON_OCEAN
PAIR_PANEL__PAIR_08__ARBITRARY__V9_SPACE__NONE	PAIR_PANEL	PAIR_08	ARBITRARY	V9_SPACE		 	button	and	ocean	button and ocean	NONE		 button and ocean	3	[" button", " and", " ocean"]	[4936, 290, 9151]	2	1	3	 ocean	-0.00724	0.031637	0.038877	1888	2.584993	-2.553356	0.031637	3	 ocean	1888	2.822094	-2.790457	1888	0	2.822094	0.318298	1	CONVENTIONAL	predeclared non-conventional pair	BUTTON_OCEAN
PAIR_PANEL__PAIR_08__ARBITRARY__THE_PHRASE__NONE	PAIR_PANEL	PAIR_08	ARBITRARY	THE_PHRASE	the phrase 		button	and	ocean	button and ocean	NONE		the phrase button and ocean	5	["the", " phrase", " button", " and", " ocean"]	[1169, 9546, 4936, 290, 9151]	4	1	5	 ocean	-0.007359	-0.158173	-0.150813	1888	2.298034	-2.456207	-0.000102	0	<BOS>	2073	3.233145	-3.233247	2073	0	3.233145	0.48939	0	CONVENTIONAL	predeclared non-conventional pair	BUTTON_OCEAN
PAIR_PANEL__PAIR_08__ARBITRARY__THEY_SAID__NONE	PAIR_PANEL	PAIR_08	ARBITRARY	THEY_SAID	they said 		button	and	ocean	button and ocean	NONE		they said button and ocean	5	["they", " said", " button", " and", " ocean"]	[9930, 531, 4936, 290, 9151]	4	1	5	 ocean	-0.010159	0.393428	0.403587	1888	2.233933	-1.840505	0.393428	5	 ocean	1888	2.459456	-2.066028	1888	0	2.459456	0.098587	1	CONVENTIONAL	predeclared non-conventional pair	BUTTON_OCEAN
CONTINUATION__UP_DOWN__NONE__BARE__NONE	CONTINUATION	UP_DOWN	NONE	BARE			up	and	down	up and down	NONE		up and down	3	["up", " and", " down"]	[929, 290, 866]	2	1	3	 down	-0.056431	4.121794	4.178224	2659	2.999428	1.122365	4.121794	3	 down	2659	2.999428	1.122365	541	1	4.121794	1.122365	1	NONE		
CONTINUATION__UP_DOWN__AGAIN__BARE__AGAIN	CONTINUATION	UP_DOWN	AGAIN	BARE			up	and	down	up and down	AGAIN	 again	up and down again	4	["up", " and", " down", " again"]	[929, 290, 866, 757]	2	1	3	 down	-0.056431	4.121794	4.178224	2659	2.999428	1.122365	4.121794	3	 down	2659	2.999428	1.122365	541	1	4.121794	1.122365	1	NONE		
