# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	794
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	completion_token_match	second_token_count_match
CONNECTOR_MATRIX__RIGHT_LEFT__OR__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__RIGHT_LEFT__OR__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__OR__THEY_SAID__NONE	right or left	they said right or left	0	2	4	1	1	-0.244239	-0.254625	-0.244239	-0.565382	541	2659	1	0	1	1	1
CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__TO__V9_SPACE__NONE	right to left	 right to left	0	2	2	1	1	0.513946	0.532306	0.513946	0.271347	429	541	0	1	1	1	1
CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__TO__THE_PHRASE__NONE	right to left	the phrase right to left	0	2	4	1	1	0.340144	0.32847	0.340144	-0.022407	429	2073	0	0	0	1	1
CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__TO__THEY_SAID__NONE	right to left	they said right to left	0	2	4	1	1	-0.052825	-0.07818	-0.052825	-0.180392	429	1959	0	0	0	1	1
CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__BY__V9_SPACE__NONE	right by left	 right by left	0	2	2	1	1	0.634155	0.491912	0.634155	0.494568	971	1888	0	0	0	1	1
CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__BY__THE_PHRASE__NONE	right by left	the phrase right by left	0	2	4	1	1	0.219699	0.223781	0.219699	-0.039839	971	2073	0	0	0	1	1
CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__BY__THEY_SAID__NONE	right by left	they said right by left	0	2	4	1	1	-1.149883	-1.122054	-1.149883	-1.174438	971	1959	0	0	0	1	1
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__V9_SPACE__NONE	right after left	 right after left	0	2	2	1	1	-0.064762	-0.027107	-0.064762	-0.449975	1888	1888	0	0	0	1	1
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__THE_PHRASE__NONE	right after left	the phrase right after left	0	2	4	1	1	-0.088994	-0.08816	-0.071069	-0.576233	1888	2073	0	0	0	1	1
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__THEY_SAID__NONE	right after left	they said right after left	0	2	4	1	1	-0.216987	-0.25033	-0.071069	-0.34125	1888	1959	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__AND__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__TRUE_FALSE__AND__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AND__V9_SPACE__NONE	true and false	 true and false	0	2	2	1	1	0.157823	0.145398	0.157823	-0.039552	2659	2659	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__AND__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__TRUE_FALSE__AND__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AND__THE_PHRASE__NONE	true and false	the phrase true and false	0	2	4	1	1	0.23596	0.220563	0.23596	-0.287034	2659	2659	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__AND__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__TRUE_FALSE__AND__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AND__THEY_SAID__NONE	true and false	they said true and false	0	2	4	1	1	0.497867	0.486871	0.497867	-0.741257	2659	2659	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE	true or false	 true or false	0	2	2	1	1	0.292474	0.285485	0.292474	0.111407	541	541	1	1	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE	true or false	the phrase true or false	0	2	4	1	1	0.325671	0.312467	0.325671	-0.247486	541	541	1	1	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE	true or false	they said true or false	0	2	4	1	1	0.210797	0.197889	0.210797	-0.560317	541	2659	1	0	1	1	1
CONNECTOR_MATRIX__TRUE_FALSE__TO__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__TRUE_FALSE__TO__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__TO__V9_SPACE__NONE	true to false	 true to false	0	2	2	1	1	-0.322758	-0.285334	-0.322758	-0.021088	2505	2505	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__TO__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__TRUE_FALSE__TO__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__TO__THE_PHRASE__NONE	true to false	the phrase true to false	0	2	4	1	1	-1.06599	-0.996099	-1.06599	-0.938269	2505	2073	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__TO__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__TRUE_FALSE__TO__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__TO__THEY_SAID__NONE	true to false	they said true to false	0	2	4	1	1	-1.084128	-0.996709	-1.084128	-0.677396	2505	2505	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__BY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__TRUE_FALSE__BY__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__BY__V9_SPACE__NONE	true by false	 true by false	0	2	2	1	1	-0.229018	-0.249861	-0.229018	-0.14832	1888	1888	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__BY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__TRUE_FALSE__BY__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__BY__THE_PHRASE__NONE	true by false	the phrase true by false	0	2	4	1	1	-1.05118	-1.109306	-1.05118	-1.18564	1888	2073	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__BY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__TRUE_FALSE__BY__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__BY__THEY_SAID__NONE	true by false	they said true by false	0	2	4	1	1	-1.247195	-1.295418	-1.247195	-0.509377	1888	2256	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__AFTER__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__V9_SPACE__NONE	true after false	 true after false	0	2	2	1	1	-0.313356	-0.330337	-0.313356	-0.232657	1888	1888	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__AFTER__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__THE_PHRASE__NONE	true after false	the phrase true after false	0	2	4	1	1	-1.022266	-1.059023	-1.022266	-1.156726	1888	2073	0	0	0	1	1
CONNECTOR_MATRIX__TRUE_FALSE__AFTER__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	TRUE_FALSE	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__THEY_SAID__NONE	true after false	they said true after false	0	2	4	1	1	-1.005701	-1.048258	-1.005701	-0.267882	1888	2256	0	0	0	1	1
CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE	east and west	 east and west	0	2	2	1	1	-0.140318	-0.147375	-0.140318	0.10833	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE	east and west	the phrase east and west	0	2	4	1	1	0.206637	0.213252	0.206637	-0.187625	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE	east and west	they said east and west	0	2	4	1	1	0.214601	0.222183	0.214601	0.02167	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__OR__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__EAST_WEST__OR__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__OR__V9_SPACE__NONE	east or west	 east or west	0	2	2	1	1	0.235168	0.235013	0.235168	0.204197	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__OR__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__EAST_WEST__OR__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__OR__THE_PHRASE__NONE	east or west	the phrase east or west	0	2	4	1	1	-0.195652	-0.195674	-0.195652	-0.254648	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__OR__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__EAST_WEST__OR__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__OR__THEY_SAID__NONE	east or west	they said east or west	0	2	4	1	1	-0.098204	-0.098421	-0.098204	-0.080794	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__TO__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__EAST_WEST__TO__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__TO__V9_SPACE__NONE	east to west	 east to west	0	2	2	1	1	0.535659	0.534391	0.535659	0.364708	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__TO__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__EAST_WEST__TO__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__TO__THE_PHRASE__NONE	east to west	the phrase east to west	0	2	4	1	1	-0.10505	-0.091709	-0.10505	-0.338568	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__TO__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__EAST_WEST__TO__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__TO__THEY_SAID__NONE	east to west	they said east to west	0	2	4	1	1	0.595635	0.598448	0.595635	0.024471	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__BY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__EAST_WEST__BY__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__BY__V9_SPACE__NONE	east by west	 east by west	0	2	2	1	1	0.732132	0.741814	0.732132	0.406868	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__BY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__EAST_WEST__BY__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__BY__THE_PHRASE__NONE	east by west	the phrase east by west	0	2	4	1	1	-0.061875	-0.046148	-0.061875	-0.568336	541	2073	1	0	1	1	1
CONNECTOR_MATRIX__EAST_WEST__BY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__EAST_WEST__BY__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__BY__THEY_SAID__NONE	east by west	they said east by west	0	2	4	1	1	0.091983	0.068173	0.091983	0.087761	541	541	1	1	0	1	1
CONNECTOR_MATRIX__EAST_WEST__AFTER__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	V9_SPACE	BARE	V9_SPACE	CONNECTOR_MATRIX__EAST_WEST__AFTER__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__AFTER__V9_SPACE__NONE	east after west	 east after west	0	2	2	1	1	0.375583	0.358225	0.375583	0.050318	1888	1888	0	0	0	1	1
CONNECTOR_MATRIX__EAST_WEST__AFTER__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THE_PHRASE	BARE	THE_PHRASE	CONNECTOR_MATRIX__EAST_WEST__AFTER__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__AFTER__THE_PHRASE__NONE	east after west	the phrase east after west	0	2	4	1	1	-0.831215	-0.839279	-0.831215	-1.337675	1888	2073	0	0	0	1	1
CONNECTOR_MATRIX__EAST_WEST__AFTER__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONNECTOR_MATRIX	EAST_WEST	THEY_SAID	BARE	THEY_SAID	CONNECTOR_MATRIX__EAST_WEST__AFTER__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__AFTER__THEY_SAID__NONE	east after west	they said east after west	0	2	4	1	1	-0.219621	-0.236253	-0.219621	-0.501532	1888	2496	0	0	0	1	1
PAIR_PANEL__PAIR_01__CONVENTIONAL__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_01	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_01__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_01__CONVENTIONAL__V9_SPACE__NONE	salt and pepper	 salt and pepper	0	3	2	1	1	-0.394886	-0.418082	-0.394886	-0.273072	2659	1888	0	0	0	1	1
PAIR_PANEL__PAIR_01__CONVENTIONAL__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_01	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_01__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_01__CONVENTIONAL__THE_PHRASE__NONE	salt and pepper	the phrase salt and pepper	0	3	4	1	1	-0.589063	-0.610105	-0.589063	-0.51151	2659	2073	0	0	0	1	1
PAIR_PANEL__PAIR_01__CONVENTIONAL__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_01	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_01__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_01__CONVENTIONAL__THEY_SAID__NONE	salt and pepper	they said salt and pepper	0	3	4	1	1	-0.611333	-0.640956	-0.611333	0.057811	2659	2659	0	0	0	1	1
PAIR_PANEL__PAIR_01__ARBITRARY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_01	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_01__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_01__ARBITRARY__V9_SPACE__NONE	cats and elephants	 cats and elephants	0	2	2	1	1	-0.05249	-0.061863	-0.05249	-0.622955	541	1888	1	0	1	1	1
PAIR_PANEL__PAIR_01__ARBITRARY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_01	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_01__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_01__ARBITRARY__THE_PHRASE__NONE	cats and elephants	the phrase cats and elephants	0	2	4	1	1	-0.414155	-0.430979	-0.414155	-0.708147	541	2073	1	0	1	1	1
PAIR_PANEL__PAIR_01__ARBITRARY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_01	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_01__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_01__ARBITRARY__THEY_SAID__NONE	cats and elephants	they said cats and elephants	0	2	4	1	1	-0.297992	-0.315557	-0.297992	0.182481	541	541	1	1	0	1	1
PAIR_PANEL__PAIR_02__CONVENTIONAL__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_02	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_02__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_02__CONVENTIONAL__V9_SPACE__NONE	knife and fork	 knife and fork	0	2	2	1	1	-0.186422	-0.189633	-0.186422	-0.501082	1888	1888	0	0	0	1	1
PAIR_PANEL__PAIR_02__CONVENTIONAL__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_02	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_02__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_02__CONVENTIONAL__THE_PHRASE__NONE	knife and fork	the phrase knife and fork	0	2	4	1	1	-0.539166	-0.552106	-0.539166	-0.676574	1888	2073	0	0	0	1	1
PAIR_PANEL__PAIR_02__CONVENTIONAL__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_02	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_02__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_02__CONVENTIONAL__THEY_SAID__NONE	knife and fork	they said knife and fork	0	2	4	1	1	-0.313602	-0.326674	-0.313602	-0.001794	1888	2659	0	0	0	1	1
PAIR_PANEL__PAIR_02__ARBITRARY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_02	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_02__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_02__ARBITRARY__V9_SPACE__NONE	bread and gravel	 bread and gravel	0	2	2	1	1	-0.307143	-0.312609	-0.307143	-0.324959	1888	1888	0	0	0	1	1
PAIR_PANEL__PAIR_02__ARBITRARY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_02	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_02__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_02__ARBITRARY__THE_PHRASE__NONE	bread and gravel	the phrase bread and gravel	0	2	4	1	1	-0.649822	-0.654963	-0.649822	-0.368466	1888	2073	0	0	0	1	1
PAIR_PANEL__PAIR_02__ARBITRARY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_02	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_02__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_02__ARBITRARY__THEY_SAID__NONE	bread and gravel	they said bread and gravel	0	2	4	1	1	-0.752106	-0.758809	-0.752106	0.237161	1888	1888	0	0	0	1	1
PAIR_PANEL__PAIR_03__CONVENTIONAL__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_03	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_03__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_03__CONVENTIONAL__V9_SPACE__NONE	back and forth	 back and forth	0	2	2	1	1	-0.140402	-0.148435	-0.140402	-0.760192	541	1888	1	0	1	1	1
PAIR_PANEL__PAIR_03__CONVENTIONAL__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_03	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_03__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_03__CONVENTIONAL__THE_PHRASE__NONE	back and forth	the phrase back and forth	0	2	4	1	1	-0.076766	-0.101297	-0.076766	-0.676735	541	2073	1	0	1	1	1
PAIR_PANEL__PAIR_03__CONVENTIONAL__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_03	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_03__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_03__CONVENTIONAL__THEY_SAID__NONE	back and forth	they said back and forth	0	2	4	1	1	-0.754636	-0.779007	-0.754636	-1.098323	541	1978	1	0	1	1	1
PAIR_PANEL__PAIR_03__ARBITRARY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_03	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_03__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_03__ARBITRARY__V9_SPACE__NONE	lanterns and arithmetic	 lanterns and arithmetic	0	4	3	1	1	-0.031248	-0.024968	0.0	-0.29121	1888	1888	0	0	0	1	1
PAIR_PANEL__PAIR_03__ARBITRARY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_03	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_03__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_03__ARBITRARY__THE_PHRASE__NONE	lanterns and arithmetic	the phrase lanterns and arithmetic	0	4	5	1	1	-0.035661	-0.033622	0.0	-0.38509	1888	2073	0	0	0	1	1
